metric,value,year,method,n_clusters
rae dc,8.144110885147139,2014,centroids,32
correlation,0.019511082520478507,2015,centroids,32
nrmse dc,6.669413181969726,2015,centroids,32
rae dc,14.248934297300247,2015,centroids,32
correlation,0.018187317204620485,2016,centroids,32
nrmse dc,6.710519546041322,2016,centroids,32
rae dc,14.88930002148494,2016,centroids,32
correlation,0.001699282306714604,2012,centroids,48
nrmse dc,2.8964069591737385,2012,centroids,48
rae dc,7.007322301296334,2012,centroids,48
correlation,0.008503310953277868,2013,centroids,48
nrmse dc,2.8978201795413567,2013,centroids,48
rae dc,5.911292079062338,2013,centroids,48
correlation,0.0036089147888274478,2014,centroids,48
nrmse dc,4.925081611564109,2014,centroids,48
rae dc,8.910827250704697,2014,centroids,48
correlation,0.017851407099902256,2015,centroids,48
nrmse dc,6.660762904892841,2015,centroids,48
rae dc,13.999279766570384,2015,centroids,48
correlation,0.01652764178404424,2016,centroids,48
nrmse dc,6.643206187290315,2016,centroids,48
rae dc,15.168847122164985,2016,centroids,48
correlation,0.0009189423783256082,2012,centroids,61
nrmse dc,2.7404612863411444,2012,centroids,61
rae dc,6.022015873530897,2012,centroids,61
correlation,0.007624814367047798,2013,centroids,61
nrmse dc,2.690416369038249,2013,centroids,61
rae dc,5.294035380689976,2013,centroids,61
correlation,0.004663174889046477,2014,centroids,61
nrmse dc,4.7258795141539816,2014,centroids,61
rae dc,8.093051351375236,2014,centroids,61
correlation,0.016972910513672185,2015,centroids,61
nrmse dc,6.580879451062301,2015,centroids,61
rae dc,13.923177248912744,2015,centroids,61
correlation,0.016172505850841734,2016,centroids,61
nrmse dc,6.641031273864471,2016,centroids,61
rae dc,14.850950700779691,2016,centroids,61
correlation,0.06201258847879695,2012,centroids,2
nrmse dc,6.357627566817864,2012,centroids,2
rae dc,6.31136346088024,2012,centroids,2
correlation,0.06500250380451715,2013,centroids,2
nrmse dc,6.873442335087378,2013,centroids,2
rae dc,5.3027741981056655,2013,centroids,2
correlation,0.06575682098951781,2014,centroids,2
nrmse dc,8.604589320250854,2014,centroids,2
rae dc,8.270359312108331,2014,centroids,2
correlation,0.07441739510296012,2015,centroids,2
nrmse dc,10.0289378492745,2015,centroids,2
rae dc,13.851840743082427,2015,centroids,2
correlation,0.07726615195131308,2016,centroids,2
nrmse dc,10.00502164664647,2016,centroids,2
rae dc,14.559396995017586,2016,centroids,2
correlation,0.01204599721822667,2012,centroids,4
nrmse dc,3.872576250460448,2012,centroids,4
rae dc,6.709407281787136,2012,centroids,4
correlation,0.014233605824857812,2013,centroids,4
nrmse dc,4.218545373163144,2013,centroids,4
rae dc,5.308517968692629,2013,centroids,4
correlation,0.012949897540537547,2014,centroids,4
nrmse dc,6.22264588975073,2014,centroids,4
rae dc,8.649739309104897,2014,centroids,4
correlation,0.0235817019714822,2015,centroids,4
nrmse dc,7.787003450757916,2015,centroids,4
rae dc,13.44201423716688,2015,centroids,4
correlation,0.024459228502332803,2016,centroids,4
nrmse dc,7.613621481419532,2016,centroids,4
rae dc,14.943934943199386,2016,centroids,4
correlation,0.005409962291244426,2012,centroids,8
nrmse dc,3.2328464221963227,2012,centroids,8
rae dc,6.627457245740533,2012,centroids,8
correlation,0.009687044804787215,2013,centroids,8
nrmse dc,3.458944031045718,2013,centroids,8
rae dc,5.276339077696089,2013,centroids,8
correlation,0.004003492688961423,2014,centroids,8
nrmse dc,5.414651188274746,2014,centroids,8
rae dc,8.560425959487329,2014,centroids,8
correlation,0.019035140951411605,2015,centroids,8
nrmse dc,7.115047889434785,2015,centroids,8
rae dc,13.396955128364917,2015,centroids,8
correlation,0.017711375635553583,2016,centroids,8
nrmse dc,7.030264519851936,2016,centroids,8
rae dc,14.844677123044946,2016,centroids,8
correlation,0.0022562832366449146,2012,centroids,16
nrmse dc,3.004041654922053,2012,centroids,16
rae dc,6.826730460594734,2012,centroids,16
correlation,0.008582376840034711,2013,centroids,16
nrmse dc,3.061764340231013,2013,centroids,16
rae dc,5.383481633926977,2013,centroids,16
correlation,0.003919902254516883,2014,centroids,16
nrmse dc,5.110777063493381,2014,centroids,16
rae dc,8.765101105226165,2014,centroids,16
correlation,0.0179304729866591,2015,centroids,16
nrmse dc,6.850609287555064,2015,centroids,16
rae dc,13.51992743059076,2015,centroids,16
correlation,0.01660670767080108,2016,centroids,16
nrmse dc,6.771992374050278,2016,centroids,16
rae dc,15.061520313824191,2016,centroids,16
correlation,0.0012369928202450309,2012,centroids,32
nrmse dc,2.695058632531295,2012,centroids,32
rae dc,5.4432562928554304,2012,centroids,32
correlation,0.006698434344501718,2013,centroids,32
nrmse dc,3.131388457600162,2013,centroids,32
rae dc,5.807154038932224,2013,centroids,32
correlation,0.004151778763692031,2014,centroids,32
nrmse dc,5.052841504065947,2014,centroids,32
rae dc,8.308134138001686,2014,centroids,32
correlation,0.016046530491126105,2015,centroids,32
nrmse dc,6.958089858456778,2015,centroids,32
rae dc,14.364524028927512,2015,centroids,32
correlation,0.015085394699853852,2016,centroids,32
nrmse dc,6.516097214327499,2016,centroids,32
rae dc,13.652284625805004,2016,centroids,32
correlation,0.003560060582265915,2012,centroids,48
nrmse dc,2.8871678069163482,2012,centroids,48
rae dc,6.396939643063284,2012,centroids,48
correlation,0.008916177152126595,2013,centroids,48
nrmse dc,3.2870356022005107,2013,centroids,48
rae dc,6.5540139807843785,2013,centroids,48
correlation,0.0039653005511238,2014,centroids,48
nrmse dc,5.2711698544499015,2014,centroids,48
rae dc,9.089121789709495,2014,centroids,48
correlation,0.018264273298750983,2015,centroids,48
nrmse dc,7.128752507665161,2015,centroids,48
rae dc,14.672977301446574,2015,centroids,48
correlation,0.016940507982892965,2016,centroids,48
nrmse dc,6.541394096272067,2016,centroids,48
rae dc,14.666855864621548,2016,centroids,48
correlation,0.001009643207389203,2012,centroids,61
nrmse dc,2.9353043867871675,2012,centroids,61
rae dc,7.261109250776532,2012,centroids,61
correlation,0.0075989984413895595,2013,centroids,61
nrmse dc,2.6135176710456993,2013,centroids,61
rae dc,5.285489804884718,2013,centroids,61
correlation,0.003295850108585389,2014,centroids,61
nrmse dc,4.73741775116949,2014,centroids,61
rae dc,9.134537626830983,2014,centroids,61
correlation,0.01694709458801395,2015,centroids,61
nrmse dc,6.3805586974836705,2015,centroids,61
rae dc,13.381732149814122,2015,centroids,61
correlation,0.015623329272155928,2016,centroids,61
nrmse dc,6.699429450376743,2016,centroids,61
rae dc,15.40062201702825,2016,centroids,61
correlation,0.06142614218006781,2012,centroids,2
nrmse dc,6.335313457492274,2012,centroids,2
rae dc,6.395309522679033,2012,centroids,2
correlation,0.06441605750578801,2013,centroids,2
nrmse dc,6.841133218878017,2013,centroids,2
rae dc,5.1729380492197405,2013,centroids,2
correlation,0.06517037469078868,2014,centroids,2
nrmse dc,8.577761386033051,2014,centroids,2
rae dc,8.347019398368886,2014,centroids,2
correlation,0.07383094880423098,2015,centroids,2
nrmse dc,9.990283377302552,2015,centroids,2
rae dc,13.724703641820007,2015,centroids,2
correlation,0.07667970565258393,2016,centroids,2
nrmse dc,9.989327218629429,2016,centroids,2
rae dc,14.638523266222718,2016,centroids,2
correlation,0.012175224144745441,2012,centroids,4
nrmse dc,3.870670226912567,2012,centroids,4
rae dc,6.600114911059403,2012,centroids,4
correlation,0.015028587953160791,2013,centroids,4
nrmse dc,4.238977617820459,2013,centroids,4
rae dc,5.399523406142213,2013,centroids,4
correlation,0.013149651275689123,2014,centroids,4
nrmse dc,6.229839659402475,2014,centroids,4
rae dc,8.543632815579159,2014,centroids,4
correlation,0.02437668409978518,2015,centroids,4
nrmse dc,7.8139812955095325,2015,centroids,4
rae dc,13.525401320540444,2015,centroids,4
correlation,0.02465898223748438,2016,centroids,4
nrmse dc,7.599016956815155,2016,centroids,4
rae dc,14.831631261862283,2016,centroids,4
correlation,0.006003420375863507,2012,centroids,8
nrmse dc,3.236467301471494,2012,centroids,8
rae dc,6.175186642457341,2012,centroids,8
correlation,0.012687500061621967,2013,centroids,8
nrmse dc,3.6500537972238725,2013,centroids,8
rae dc,5.904556973818907,2013,centroids,8
correlation,0.006460888647924194,2014,centroids,8
nrmse dc,5.58325780459676,2014,centroids,8
rae dc,8.406362129115124,2014,centroids,8
correlation,0.022035596208246355,2015,centroids,8
nrmse dc,7.375886630336173,2015,centroids,8
rae dc,14.006881751012783,2015,centroids,8
correlation,0.020711830892388334,2016,centroids,8
nrmse dc,6.979328486112465,2016,centroids,8
rae dc,14.409889659007765,2016,centroids,8
correlation,0.005484871582132511,2012,centroids,16
nrmse dc,2.8912873486109603,2012,centroids,16
rae dc,6.835683622485498,2012,centroids,16
correlation,0.008785221540146678,2013,centroids,16
nrmse dc,2.952495513187182,2013,centroids,16
rae dc,5.54962083425335,2013,centroids,16
correlation,0.0020566444120740566,2014,centroids,16
nrmse dc,4.936817155872277,2014,centroids,16
rae dc,8.737391796536558,2014,centroids,16
correlation,0.017222344471448697,2015,centroids,16
nrmse dc,6.713261101949499,2015,centroids,16
rae dc,13.638015858152693,2015,centroids,16
correlation,0.015898579155590675,2016,centroids,16
nrmse dc,6.671056821816372,2016,centroids,16
rae dc,14.996379366069618,2016,centroids,16
correlation,0.0017420105035725146,2012,centroids,32
nrmse dc,2.6263577116772034,2012,centroids,32
rae dc,5.431750920217233,2012,centroids,32
correlation,0.008062150626899892,2013,centroids,32
nrmse dc,3.088816334872036,2013,centroids,32
rae dc,5.918539033126912,2013,centroids,32
correlation,0.0031163458721933748,2014,centroids,32
nrmse dc,4.956488853348776,2014,centroids,32
rae dc,8.033933057873275,2014,centroids,32
correlation,0.01741024677352428,2015,centroids,32
nrmse dc,6.962088220158617,2015,centroids,32
rae dc,14.499887953173854,2015,centroids,32
correlation,0.016086481457666262,2016,centroids,32
nrmse dc,6.47901216679043,2016,centroids,32
rae dc,13.780030918229238,2016,centroids,32
correlation,0.005548538322975823,2012,centroids,48
nrmse dc,3.2733312923608615,2012,centroids,48
rae dc,8.566314544361093,2012,centroids,48
correlation,0.005273438318296038,2013,centroids,48
nrmse dc,2.7387101981042554,2013,centroids,48
rae dc,5.655890487662345,2013,centroids,48
correlation,0.004783338706017918,2014,centroids,48
nrmse dc,5.088755441509698,2014,centroids,48
rae dc,10.416519194706758,2014,centroids,48
correlation,0.011734984988395314,2015,centroids,48
nrmse dc,6.50947225459998,2015,centroids,48
rae dc,13.801864936832033,2015,centroids,48
correlation,0.010411219672537294,2016,centroids,48
nrmse dc,7.038926435102307,2016,centroids,48
rae dc,16.721453652814564,2016,centroids,48
correlation,0.0032749277197658224,2012,centroids,61
nrmse dc,2.6914735146913755,2012,centroids,61
rae dc,5.800383714013946,2012,centroids,61
correlation,0.009343734964698277,2013,centroids,61
nrmse dc,2.7682551521728804,2013,centroids,61
rae dc,5.418916252189387,2013,centroids,61
correlation,0.0029547700374954466,2014,centroids,61
nrmse dc,4.6379456712669915,2014,centroids,61
rae dc,7.753813338819938,2014,centroids,61
correlation,0.018691831111322665,2015,centroids,61
nrmse dc,6.6368374362700875,2015,centroids,61
rae dc,14.024885419762233,2015,centroids,61
correlation,0.017368065795464644,2016,centroids,61
nrmse dc,6.569881381478907,2016,centroids,61
rae dc,14.454723375122574,2016,centroids,61
correlation,0.061473150211082794,2012,centroids,2
nrmse dc,6.339015300942616,2012,centroids,2
rae dc,6.302538645529885,2012,centroids,2
correlation,0.06446306553680299,2013,centroids,2
nrmse dc,6.852983724899976,2013,centroids,2
rae dc,5.2580938295509485,2013,centroids,2
correlation,0.06521738272180366,2014,centroids,2
nrmse dc,8.58452107719237,2014,centroids,2
rae dc,8.25759120437033,2014,centroids,2
correlation,0.07387795683524596,2015,centroids,2
nrmse dc,10.00837538637827,2015,centroids,2
rae dc,13.803808633325945,2015,centroids,2
correlation,0.07672671368359892,2016,centroids,2
nrmse dc,9.988307496085739,2016,centroids,2
rae dc,14.544137323382984,2016,centroids,2
correlation,0.012179859537641669,2012,centroids,4
nrmse dc,3.87135201255454,2012,centroids,4
rae dc,6.638955185890162,2012,centroids,4
correlation,0.014603639967120441,2013,centroids,4
nrmse dc,4.229920930761406,2013,centroids,4
rae dc,5.363871335005983,2013,centroids,4
correlation,0.01315428666858535,2014,centroids,4
nrmse dc,6.228427411485659,2014,centroids,4
rae dc,8.58107361315767,2014,centroids,4
correlation,0.02395173611374483,2015,centroids,4
nrmse dc,7.804011382840944,2015,centroids,4
rae dc,13.492282526097702,2015,centroids,4
correlation,0.024663617630380608,2016,centroids,4
nrmse dc,7.604455188090878,2016,centroids,4
rae dc,14.871147714360212,2016,centroids,4
correlation,0.006491518692873714,2012,centroids,8
nrmse dc,3.2854049866416233,2012,centroids,8
rae dc,6.659321301705724,2012,centroids,8
correlation,0.013668246591668024,2013,centroids,8
nrmse dc,3.5234115571218325,2013,centroids,8
rae dc,5.473338783840205,2013,centroids,8
correlation,0.006498019043879181,2014,centroids,8
nrmse dc,5.438756324564923,2014,centroids,8
rae dc,8.609408080203236,2014,centroids,8
correlation,0.023016342738292412,2015,centroids,8
nrmse dc,7.174859379613701,2015,centroids,8
rae dc,13.607933289130466,2015,centroids,8
correlation,0.021692577422434394,2016,centroids,8
nrmse dc,7.107468779292979,2016,centroids,8
rae dc,14.904020763994856,2016,centroids,8
correlation,0.004825097449461542,2012,centroids,16
nrmse dc,2.9419062084376866,2012,centroids,16
rae dc,6.297431248809246,2012,centroids,16
correlation,0.008125447407475709,2013,centroids,16
nrmse dc,3.337391028251415,2013,centroids,16
rae dc,6.329488986773238,2013,centroids,16
correlation,0.002562853753163378,2014,centroids,16
nrmse dc,5.323059450240092,2014,centroids,16
rae dc,8.833095799946735,2014,centroids,16
correlation,0.01742634589893899,2015,centroids,16
nrmse dc,7.146486168398481,2015,centroids,16
rae dc,14.40157181287429,2015,centroids,16
correlation,0.016102580583080967,2016,centroids,16
nrmse dc,6.602232225335644,2016,centroids,16
rae dc,14.488950386833972,2016,centroids,16
correlation,0.00238393000178172,2012,centroids,32
nrmse dc,2.609597038876979,2012,centroids,32
rae dc,5.497647665386514,2012,centroids,32
correlation,0.006274002412589501,2013,centroids,32
nrmse dc,3.092475043819579,2013,centroids,32
rae dc,5.964752702966817,2013,centroids,32
correlation,0.0022893761268684885,2014,centroids,32
nrmse dc,5.035385220277011,2014,centroids,32
rae dc,8.45152212241588,2014,centroids,32
correlation,0.01562209855921389,2015,centroids,32
nrmse dc,6.895389003111236,2015,centroids,32
rae dc,13.986601378278067,2015,centroids,32
correlation,0.014298333243355868,2016,centroids,32
nrmse dc,6.244837571130831,2016,centroids,32
rae dc,13.642630814064615,2016,centroids,32
correlation,0.0024324740720544913,2012,centroids,48
nrmse dc,2.580234328633845,2012,centroids,48
rae dc,5.403008285734277,2012,centroids,48
correlation,0.00943037779173487,2013,centroids,48
nrmse dc,2.9484993386673097,2013,centroids,48
rae dc,5.949704018186144,2013,centroids,48
correlation,0.003905837629734806,2014,centroids,48
nrmse dc,4.827751473006484,2014,centroids,48
rae dc,8.040029010703245,2014,centroids,48
correlation,0.01877847393835926,2015,centroids,48
nrmse dc,6.844389888019321,2015,centroids,48
rae dc,14.558677334781947,2015,centroids,48
correlation,0.01745470862250124,2016,centroids,48
nrmse dc,6.57538242470179,2016,centroids,48
rae dc,14.780804063575056,2016,centroids,48
correlation,0.0025858990753549285,2012,centroids,61
nrmse dc,3.425192338814659,2012,centroids,61
rae dc,7.971373864947542,2012,centroids,61
correlation,0.0053495280893918196,2013,centroids,61
nrmse dc,2.4618857464146493,2013,centroids,61
rae dc,4.329715976943176,2013,centroids,61
correlation,0.005995222793022115,2014,centroids,61
nrmse dc,4.928594000597558,2014,centroids,61
rae dc,9.8730942226259,2014,centroids,61
correlation,0.014697624236016208,2015,centroids,61
nrmse dc,6.069352351382651,2015,centroids,61
rae dc,12.489469414871701,2015,centroids,61
correlation,0.015312869209960445,2016,centroids,61
nrmse dc,7.30604736172518,2016,centroids,61
rae dc,16.261967760859136,2016,centroids,61
correlation,0.061473150211082794,2012,centroids,2
nrmse dc,6.339015300942616,2012,centroids,2
rae dc,6.302538645529885,2012,centroids,2
correlation,0.06446306553680299,2013,centroids,2
nrmse dc,6.852983724899976,2013,centroids,2
rae dc,5.2580938295509485,2013,centroids,2
correlation,0.06521738272180366,2014,centroids,2
nrmse dc,8.58452107719237,2014,centroids,2
rae dc,8.25759120437033,2014,centroids,2
correlation,0.07387795683524596,2015,centroids,2
nrmse dc,10.00837538637827,2015,centroids,2
rae dc,13.803808633325945,2015,centroids,2
correlation,0.07672671368359892,2016,centroids,2
nrmse dc,9.988307496085739,2016,centroids,2
rae dc,14.544137323382984,2016,centroids,2
correlation,0.012641344200132668,2012,centroids,4
nrmse dc,3.882609119629091,2012,centroids,4
rae dc,6.484832800216695,2012,centroids,4
correlation,0.01447859779463323,2013,centroids,4
nrmse dc,4.283141511236862,2013,centroids,4
rae dc,5.5146582554753225,2013,centroids,4
correlation,0.013545244522443545,2014,centroids,4
nrmse dc,6.278988753633704,2014,centroids,4
rae dc,8.433256605457304,2014,centroids,4
correlation,0.02382669394125762,2015,centroids,4
nrmse dc,7.87440723311672,2015,centroids,4
rae dc,13.633507117292604,2015,centroids,4
correlation,0.0250545754842388,2016,centroids,4
nrmse dc,7.598291222531849,2016,centroids,4
rae dc,14.715450802139765,2016,centroids,4
correlation,0.00574253509635303,2012,centroids,8
nrmse dc,3.2396869452792223,2012,centroids,8
rae dc,6.285513727080655,2012,centroids,8
correlation,0.012647123456048792,2013,centroids,8
nrmse dc,3.5938759424857203,2013,centroids,8
rae dc,5.6393663068757105,2013,centroids,8
correlation,0.006482382992580897,2014,centroids,8
nrmse dc,5.5309282942991125,2014,centroids,8
rae dc,8.24559206670308,2014,centroids,8
correlation,0.021995219602673182,2015,centroids,8
nrmse dc,7.298401274673103,2015,centroids,8
rae dc,13.855059826432559,2015,centroids,8
correlation,0.02067145428681516,2016,centroids,8
nrmse dc,7.008615561058355,2016,centroids,8
rae dc,14.52301907968184,2016,centroids,8
correlation,0.006522486113105759,2012,centroids,16
nrmse dc,2.8511720596412418,2012,centroids,16
rae dc,6.6768343778357675,2012,centroids,16
correlation,0.009822836071119926,2013,centroids,16
nrmse dc,2.929865001387002,2013,centroids,16
rae dc,5.3557422474318805,2013,centroids,16
correlation,0.0030942589430473046,2014,centroids,16
nrmse dc,4.899017276571201,2014,centroids,16
rae dc,8.583467856097753,2014,centroids,16
correlation,0.018632498793361336,2015,centroids,16
nrmse dc,6.700776481898843,2015,centroids,16
rae dc,13.44643856468708,2015,centroids,16
correlation,0.017308733477503318,2016,centroids,16
nrmse dc,6.644503014636623,2016,centroids,16
rae dc,14.84451181028775,2016,centroids,16
correlation,0.0030904396189962067,2012,centroids,32
nrmse dc,3.1885586775510624,2012,centroids,32
rae dc,7.915440773214544,2012,centroids,32
correlation,0.00656117456088819,2013,centroids,32
nrmse dc,2.597690136728241,2013,centroids,32
rae dc,4.031145056088131,2013,centroids,32
correlation,0.006518666789054661,2014,centroids,32
nrmse dc,4.946298268344802,2014,centroids,32
rae dc,9.765262999204396,2014,centroids,32
correlation,0.01590927070751258,2015,centroids,32
nrmse dc,6.192945210324543,2015,centroids,32
rae dc,11.868433363805345,2015,centroids,32
correlation,0.0168858951739765,2016,centroids,32
nrmse dc,6.928598484931004,2016,centroids,32
rae dc,16.099249276190985,2016,centroids,32
correlation,0.004669684806297629,2012,centroids,48
nrmse dc,3.710470273790804,2012,centroids,48
rae dc,9.837521855794348,2012,centroids,48
correlation,0.007914546315802832,2013,centroids,48
nrmse dc,3.050151887236018,2013,centroids,48
rae dc,5.8847413857017985,2013,centroids,48
correlation,0.0017676514441412976,2014,centroids,48
nrmse dc,5.520279692497257,2014,centroids,48
rae dc,11.695176956119303,2014,centroids,48
correlation,0.015011189142425385,2015,centroids,48
nrmse dc,6.620143203859818,2015,centroids,48
rae dc,13.172097169610156,2015,centroids,48
correlation,0.013687423826567366,2016,centroids,48
nrmse dc,7.4609229716589915,2016,centroids,48
rae dc,18.101574453411384,2016,centroids,48
correlation,0.004875055322918209,2012,centroids,61
nrmse dc,3.486822645866026,2012,centroids,61
rae dc,9.025696605595947,2012,centroids,61
correlation,0.004037391053879606,2013,centroids,61
nrmse dc,2.7428098818495594,2013,centroids,61
rae dc,5.182749906599745,2013,centroids,61
correlation,0.004109855705960304,2014,centroids,61
nrmse dc,5.201810636051783,2014,centroids,61
rae dc,10.88038096514749,2014,centroids,61
correlation,0.012408467988452928,2015,centroids,61
nrmse dc,6.433914021842122,2015,centroids,61
rae dc,13.38485807562373,2015,centroids,61
correlation,0.011301381253350637,2016,centroids,61
nrmse dc,7.246100013080922,2016,centroids,61
rae dc,17.230168223565354,2016,centroids,61
correlation,0.06141071675694857,2012,centroids,2
nrmse dc,6.334608786620741,2012,centroids,2
rae dc,6.376803515801015,2012,centroids,2
correlation,0.06440063208266877,2013,centroids,2
nrmse dc,6.842182022604903,2013,centroids,2
rae dc,5.189924990649417,2013,centroids,2
correlation,0.06515494926766945,2014,centroids,2
nrmse dc,8.578165091570014,2014,centroids,2
rae dc,8.329180192530988,2014,centroids,2
correlation,0.07381552338111175,2015,centroids,2
nrmse dc,9.9926670711056,2015,centroids,2
rae dc,13.74048356717892,2015,centroids,2
correlation,0.0766642802294647,2016,centroids,2
nrmse dc,9.988143100888722,2016,centroids,2
rae dc,14.619695084781982,2016,centroids,2
correlation,0.012088284003431685,2012,centroids,4
nrmse dc,3.885529356283083,2012,centroids,4
rae dc,6.728497059176419,2012,centroids,4
correlation,0.014983761425656975,2013,centroids,4
nrmse dc,4.2330816406394876,2013,centroids,4
rae dc,5.3494587857712785,2013,centroids,4
correlation,0.013458996965025912,2014,centroids,4
nrmse dc,6.233157040096542,2014,centroids,4
rae dc,8.67286131837029,2014,centroids,4
correlation,0.024331857572281363,2015,centroids,4
nrmse dc,7.799295524965882,2015,centroids,4
rae dc,13.487275210507415,2015,centroids,4
correlation,0.02496832792682117,2016,centroids,4
nrmse dc,7.629261302628289,2016,centroids,4
rae dc,14.970314569265222,2016,centroids,4
correlation,0.004815369104257727,2012,centroids,8
nrmse dc,3.349523770683698,2012,centroids,8
rae dc,6.934023240091737,2012,centroids,8
correlation,0.012075264212120759,2013,centroids,8
nrmse dc,3.555306041987219,2013,centroids,8
rae dc,5.524989649080921,2013,centroids,8
correlation,0.006327206038187631,2014,centroids,8
nrmse dc,5.529691612641165,2014,centroids,8
rae dc,8.886617681749046,2014,centroids,8
correlation,0.021423360358745147,2015,centroids,8
nrmse dc,7.216211526810348,2015,centroids,8
rae dc,13.679581873354726,2015,centroids,8
correlation,0.020099595042887126,2016,centroids,8
nrmse dc,7.154006079121234,2016,centroids,8
rae dc,15.196818064246353,2016,centroids,8
correlation,0.0021726194682709643,2012,centroids,16
nrmse dc,3.0858855877359233,2012,centroids,16
rae dc,7.147969572374168,2012,centroids,16
correlation,0.009943773279531961,2013,centroids,16
nrmse dc,3.064296523917267,2013,centroids,16
rae dc,5.526118626030765,2013,centroids,16
correlation,0.004459800788659003,2014,centroids,16
nrmse dc,5.127884335353468,2014,centroids,16
rae dc,9.083718766130199,2014,centroids,16
correlation,0.01929186942615635,2015,centroids,16
nrmse dc,6.836977978625478,2015,centroids,16
rae dc,13.676295112237838,2015,centroids,16
correlation,0.017968104110298328,2016,centroids,16
nrmse dc,6.883820462618612,2016,centroids,16
rae dc,15.390731236513147,2016,centroids,16
correlation,0.003269194668974351,2012,centroids,32
nrmse dc,2.8765000717887177,2012,centroids,32
rae dc,5.978693166850793,2012,centroids,32
correlation,0.010586656445087014,2013,centroids,32
nrmse dc,3.4366195289681087,2013,centroids,32
rae dc,6.722819168458881,2013,centroids,32
correlation,0.00701342717969522,2014,centroids,32
nrmse dc,5.439346795063948,2014,centroids,32
rae dc,9.270499027744586,2014,centroids,32
correlation,0.019934752591711402,2015,centroids,32
nrmse dc,7.308489937084867,2015,centroids,32
rae dc,14.822446275083232,2015,centroids,32
correlation,0.01861098727585338,2016,centroids,32
nrmse dc,6.492790459910253,2016,centroids,32
rae dc,14.247376940650476,2016,centroids,32
correlation,0.0005894086378777456,2012,centroids,48
nrmse dc,2.864945670381495,2012,centroids,48
rae dc,6.113129397563612,2012,centroids,48
correlation,0.007346018526869003,2013,centroids,48
nrmse dc,2.75911805085955,2013,centroids,48
rae dc,5.543074979191712,2013,centroids,48
correlation,0.003251928524612017,2014,centroids,48
nrmse dc,4.75389019225048,2014,centroids,48
rae dc,8.820151307011335,2014,centroids,48
correlation,0.016694114673493392,2015,centroids,48
nrmse dc,6.628680451548358,2015,centroids,48
rae dc,14.213465489873906,2015,centroids,48
correlation,0.015370349357635371,2016,centroids,48
nrmse dc,6.920638923324578,2016,centroids,48
rae dc,15.610040627532266,2016,centroids,48
correlation,0.004715577649055651,2012,centroids,61
nrmse dc,3.160916984714889,2012,centroids,61
rae dc,7.742759185582206,2012,centroids,61
correlation,0.003219849515691098,2013,centroids,61
nrmse dc,2.4377684867124394,2013,centroids,61
rae dc,4.653228997970108,2013,centroids,61
correlation,0.006621374258799791,2014,centroids,61
nrmse dc,4.907990035503513,2014,centroids,61
rae dc,9.67377606224656,2014,centroids,61
correlation,0.012567945662315486,2015,centroids,61
nrmse dc,6.016929366680696,2015,centroids,61
rae dc,11.868909484406252,2015,centroids,61
correlation,0.014221244562479307,2016,centroids,61
nrmse dc,7.045128751786449,2016,centroids,61
rae dc,16.50154882572416,2016,centroids,61
correlation,0.06202803509265242,2012,centroids,2
nrmse dc,6.358280063559026,2012,centroids,2
rae dc,6.3297930312083475,2012,centroids,2
correlation,0.06501795041837262,2013,centroids,2
nrmse dc,6.872358007266829,2013,centroids,2
rae dc,5.2858574189322205,2013,centroids,2
correlation,0.06577226760337329,2014,centroids,2
nrmse dc,8.604140897587213,2014,centroids,2
rae dc,8.28812483552752,2014,centroids,2
correlation,0.07443284171681559,2015,centroids,2
nrmse dc,10.026538169572946,2015,centroids,2
rae dc,13.836125994563673,2015,centroids,2
correlation,0.07728159856516854,2016,centroids,2
nrmse dc,10.006153955680256,2016,centroids,2
rae dc,14.578147409210102,2016,centroids,2
correlation,0.012782082443822692,2012,centroids,4
nrmse dc,3.884390507984127,2012,centroids,4
rae dc,6.440460751725479,2012,centroids,4
correlation,0.014387485534187153,2013,centroids,4
nrmse dc,4.292534355296539,2013,centroids,4
rae dc,5.561925870898317,2013,centroids,4
correlation,0.013622291866260553,2014,centroids,4
nrmse dc,6.287189007822504,2014,centroids,4
rae dc,8.391011186732438,2014,centroids,4
correlation,0.02373558168081154,2015,centroids,4
nrmse dc,7.888451829085423,2015,centroids,4
rae dc,13.6782245347002,2015,centroids,4
correlation,0.02513162282805581,2016,centroids,4
nrmse dc,7.596366360815739,2016,centroids,4
rae dc,14.671084314184226,2016,centroids,4
correlation,0.005633578148806051,2012,centroids,8
nrmse dc,3.3467088254228403,2012,centroids,8
rae dc,6.753587266550491,2012,centroids,8
correlation,0.01332912171385899,2013,centroids,8
nrmse dc,3.5964639058795753,2013,centroids,8
rae dc,5.570747542075847,2013,centroids,8
correlation,0.006852712998445513,2014,centroids,8
nrmse dc,5.540809376680724,2014,centroids,8
rae dc,8.716358118607902,2014,centroids,8
correlation,0.02267721786048338,2015,centroids,8
nrmse dc,7.2626876646682526,2015,centroids,8
rae dc,13.722575840793633,2015,centroids,8
correlation,0.021353452544625357,2016,centroids,8
nrmse dc,7.1494058083790035,2016,centroids,8
rae dc,15.024135926490233,2016,centroids,8
correlation,0.00470528183417529,2012,centroids,16
nrmse dc,2.951737327458868,2012,centroids,16
rae dc,6.620223799576259,2012,centroids,16
correlation,0.010952956892298396,2013,centroids,16
nrmse dc,3.2072478839976477,2013,centroids,16
rae dc,5.99510148366918,2013,centroids,16
