metric,value,year,method,n_clusters
nrmse dc,6.845811266982348,2015,medoids,48
rae dc,14.576506085481304,2015,medoids,48
correlation,0.012037665703032552,2016,medoids,48
nrmse dc,7.116080947745334,2016,medoids,48
rae dc,16.67915152304931,2016,medoids,48
correlation,0.004282213781914586,2012,medoids,61
nrmse dc,3.024908901461439,2012,medoids,61
rae dc,7.709855379072695,2012,medoids,61
correlation,0.004239053880025027,2013,medoids,61
nrmse dc,2.577345126832902,2013,medoids,61
rae dc,5.140834319736344,2013,medoids,61
correlation,0.0035170141649566813,2014,medoids,61
nrmse dc,4.771893532577947,2014,medoids,61
rae dc,9.544619786264642,2014,medoids,61
correlation,0.01300130952945655,2015,medoids,61
nrmse dc,6.3037251238054735,2015,medoids,61
rae dc,13.229871419177405,2015,medoids,61
correlation,0.011677544213598531,2016,medoids,61
nrmse dc,6.807460682522961,2016,medoids,61
rae dc,15.80594134668693,2016,medoids,61
correlation,0.08852302817832791,2012,medoids,2
nrmse dc,6.294177309171961,2012,medoids,2
rae dc,4.871013011546595,2012,medoids,2
correlation,0.09151294350404811,2013,medoids,2
nrmse dc,6.805675025125851,2013,medoids,2
rae dc,5.670904628694333,2013,medoids,2
correlation,0.09226726068904878,2014,medoids,2
nrmse dc,8.466243107972621,2014,medoids,2
rae dc,8.133730366677348,2014,medoids,2
correlation,0.10092783480249108,2015,medoids,2
nrmse dc,9.964380491610894,2015,medoids,2
rae dc,13.819144278693578,2015,medoids,2
correlation,0.10377659165084403,2016,medoids,2
nrmse dc,9.842398540964778,2016,medoids,2
rae dc,12.94555606555437,2016,medoids,2
correlation,0.013306822272682317,2012,medoids,4
nrmse dc,3.616069681596548,2012,medoids,4
rae dc,5.797848268517622,2012,medoids,4
correlation,0.016296737598402517,2013,medoids,4
nrmse dc,4.034772275989446,2013,medoids,4
rae dc,4.9627313393314845,2013,medoids,4
correlation,0.017051054783403186,2014,medoids,4
nrmse dc,6.035262751407384,2014,medoids,4
rae dc,7.715748133684009,2014,medoids,4
correlation,0.02571162889684549,2015,medoids,4
nrmse dc,7.648277182523557,2015,medoids,4
rae dc,13.52928826393588,2015,medoids,4
correlation,0.028560385745198442,2016,medoids,4
nrmse dc,7.311306098750806,2016,medoids,4
rae dc,13.957318544804643,2016,medoids,4
correlation,0.006073288704621871,2012,medoids,8
nrmse dc,3.3062460184939724,2012,medoids,8
rae dc,6.8889157735766915,2012,medoids,8
correlation,0.014008715869368618,2013,medoids,8
nrmse dc,3.4719873288573226,2013,medoids,8
rae dc,5.123781120167398,2013,medoids,8
correlation,0.007573041114197617,2014,medoids,8
nrmse dc,5.446903126366277,2014,medoids,8
rae dc,8.834952853256988,2014,medoids,8
correlation,0.023356812015993007,2015,medoids,8
nrmse dc,7.110333099137584,2015,medoids,8
rae dc,13.444754392916307,2015,medoids,8
correlation,0.02203304670013499,2016,medoids,8
nrmse dc,7.129703382646909,2016,medoids,8
rae dc,15.150167274685593,2016,medoids,8
correlation,0.0030790108354434484,2012,medoids,16
nrmse dc,2.8480704737190976,2012,medoids,16
rae dc,5.217182702519949,2012,medoids,16
correlation,0.007235026415285617,2013,medoids,16
nrmse dc,3.463294219992856,2013,medoids,16
rae dc,6.833398367813483,2013,medoids,16
correlation,0.004829416804964626,2014,medoids,16
nrmse dc,5.423425222424892,2014,medoids,16
rae dc,9.369257836062571,2014,medoids,16
correlation,0.016583122561910007,2015,medoids,16
nrmse dc,7.32085910788431,2015,medoids,16
rae dc,14.848411783630858,2015,medoids,16
correlation,0.016338747766759882,2016,medoids,16
nrmse dc,6.462112349508209,2016,medoids,16
rae dc,13.396016423603845,2016,medoids,16
correlation,0.004599324499713786,2012,medoids,32
nrmse dc,2.7999699874586077,2012,medoids,32
rae dc,6.380585987582703,2012,medoids,32
correlation,0.009120898878305991,2013,medoids,32
nrmse dc,3.022849269548827,2013,medoids,32
rae dc,5.990155419089042,2013,medoids,32
correlation,0.002288827910774819,2014,medoids,32
nrmse dc,4.933123673645761,2014,medoids,32
rae dc,8.477213190537054,2014,medoids,32
correlation,0.01846899502493038,2015,medoids,32
nrmse dc,6.803206639969429,2015,medoids,32
rae dc,14.068373511044713,2015,medoids,32
correlation,0.017145229709072358,2016,medoids,32
nrmse dc,6.531828319948732,2016,medoids,32
rae dc,14.56615769685925,2016,medoids,32
correlation,0.005352755230397688,2012,medoids,48
nrmse dc,3.346583941513462,2012,medoids,48
rae dc,8.196892355413198,2012,medoids,48
correlation,0.006016890635437644,2013,medoids,48
nrmse dc,2.484320816771485,2013,medoids,48
rae dc,4.2994045890908446,2013,medoids,48
correlation,0.008780982400456142,2014,medoids,48
nrmse dc,4.955999447901711,2014,medoids,48
rae dc,10.056382897545761,2014,medoids,48
correlation,0.015431781933880617,2015,medoids,48
nrmse dc,6.035719100763145,2015,medoids,48
rae dc,11.8090945499344,2015,medoids,48
correlation,0.01828053878223357,2016,medoids,48
nrmse dc,7.1270886458659675,2016,medoids,48
rae dc,16.419621359847678,2016,medoids,48
correlation,0.0032377978492778015,2012,medoids,61
nrmse dc,3.1493370932132545,2012,medoids,61
rae dc,6.922612492458318,2012,medoids,61
correlation,0.011173225014024549,2013,medoids,61
nrmse dc,2.9617581373439172,2013,medoids,61
rae dc,5.407767070153099,2013,medoids,61
correlation,0.006155616114192575,2014,medoids,61
nrmse dc,4.9550203648413245,2014,medoids,61
rae dc,8.91960185383556,2014,medoids,61
correlation,0.020521321160648937,2015,medoids,61
nrmse dc,6.766306897576041,2015,medoids,61
rae dc,14.121794942925888,2015,medoids,61
correlation,0.01919755584479092,2016,medoids,61
nrmse dc,6.997373551722801,2016,medoids,61
rae dc,15.274050141717074,2016,medoids,61
correlation,0.08805761980687636,2012,medoids,2
nrmse dc,6.270367121879534,2012,medoids,2
rae dc,4.94349761437549,2012,medoids,2
correlation,0.09104753513259656,2013,medoids,2
nrmse dc,6.7737939174191935,2013,medoids,2
rae dc,5.547384369309817,2013,medoids,2
correlation,0.09180185231759723,2014,medoids,2
nrmse dc,8.439198158861844,2014,medoids,2
rae dc,8.002526081256685,2014,medoids,2
correlation,0.10046242643103953,2015,medoids,2
nrmse dc,9.92804180937617,2015,medoids,2
rae dc,13.697354355495598,2015,medoids,2
correlation,0.10331118327939248,2016,medoids,2
nrmse dc,9.82464415755472,2016,medoids,2
rae dc,13.012520952599877,2016,medoids,2
correlation,0.014448720421885422,2012,medoids,4
nrmse dc,3.6615928217319222,2012,medoids,4
rae dc,5.848803897947207,2012,medoids,4
correlation,0.017438635747605624,2013,medoids,4
nrmse dc,4.075996058832711,2013,medoids,4
rae dc,4.921150100461072,2013,medoids,4
correlation,0.018192952932606293,2014,medoids,4
nrmse dc,6.093329960282997,2014,medoids,4
rae dc,7.7652869026608435,2014,medoids,4
correlation,0.026853527046048598,2015,medoids,4
nrmse dc,7.688895944475049,2015,medoids,4
rae dc,13.49130357331515,2015,medoids,4
correlation,0.02970228389440155,2016,medoids,4
nrmse dc,7.339853728142565,2016,medoids,4
rae dc,14.00977911279181,2016,medoids,4
correlation,0.003757092698137473,2012,medoids,8
nrmse dc,3.3872655083269443,2012,medoids,8
rae dc,7.354522168538852,2012,medoids,8
correlation,0.01169251986288422,2013,medoids,8
nrmse dc,3.3928267819282962,2013,medoids,8
rae dc,4.61490850943525,2013,medoids,8
correlation,0.006713382666147331,2014,medoids,8
nrmse dc,5.4382439833621214,2014,medoids,8
rae dc,9.277203961340161,2014,medoids,8
correlation,0.02104061600950861,2015,medoids,8
nrmse dc,6.970847667591059,2015,medoids,8
rae dc,12.961964028034265,2015,medoids,8
correlation,0.01971685069365059,2016,medoids,8
nrmse dc,7.218096992966846,2016,medoids,8
rae dc,15.614182247036462,2016,medoids,8
correlation,0.001461808727367379,2012,medoids,16
nrmse dc,3.2098578726985942,2012,medoids,16
rae dc,7.472123626847291,2012,medoids,16
correlation,0.007088203520748275,2013,medoids,16
nrmse dc,2.937933064446709,2013,medoids,16
rae dc,4.938667952591642,2013,medoids,16
correlation,0.003386195971211222,2014,medoids,16
nrmse dc,5.1366895649165984,2014,medoids,16
rae dc,9.391440952840883,2014,medoids,16
correlation,0.016436299667372662,2015,medoids,16
nrmse dc,6.682762849932909,2015,medoids,16
rae dc,13.116125540415206,2015,medoids,16
correlation,0.015112534351514642,2016,medoids,16
nrmse dc,7.009756875829079,2016,medoids,16
rae dc,15.721176625915357,2016,medoids,16
correlation,0.004098815529980815,2012,medoids,32
nrmse dc,2.631560491927714,2012,medoids,32
rae dc,4.981444871734199,2012,medoids,32
correlation,0.009525299609671042,2013,medoids,32
nrmse dc,3.27767357434891,2013,medoids,32
rae dc,6.317660653321565,2013,medoids,32
correlation,0.004535238406607152,2014,medoids,32
nrmse dc,5.186060769633781,2014,medoids,32
rae dc,8.821750509505152,2014,medoids,32
correlation,0.01887339575629543,2015,medoids,32
nrmse dc,7.100454252206577,2015,medoids,32
rae dc,14.304970273873026,2015,medoids,32
correlation,0.01754963044043741,2016,medoids,32
nrmse dc,6.10195166174562,2016,medoids,32
rae dc,13.112072457734948,2016,medoids,32
correlation,0.003985293549426598,2012,medoids,48
nrmse dc,2.796621801718518,2012,medoids,48
rae dc,6.346538750621296,2012,medoids,48
correlation,0.007323422514382745,2013,medoids,48
nrmse dc,3.2317123611471072,2013,medoids,48
rae dc,6.547922016770783,2013,medoids,48
correlation,0.0021992305831330197,2014,medoids,48
nrmse dc,5.161094924815301,2014,medoids,48
rae dc,9.070724602304352,2014,medoids,48
correlation,0.016671518661007134,2015,medoids,48
nrmse dc,7.0732451502510445,2015,medoids,48
rae dc,14.639766447142572,2015,medoids,48
correlation,0.015347753345149115,2016,medoids,48
nrmse dc,6.5230072659920895,2016,medoids,48
rae dc,14.574706971432535,2016,medoids,48
correlation,0.006653319418360781,2012,medoids,61
nrmse dc,3.795643146943753,2012,medoids,61
rae dc,9.921907311927093,2012,medoids,61
correlation,0.005726345114336562,2013,medoids,61
nrmse dc,2.9047957667886597,2013,medoids,61
rae dc,5.969608496076375,2013,medoids,61
correlation,0.005888119801402876,2014,medoids,61
nrmse dc,5.442990200304277,2014,medoids,61
rae dc,11.768279495013507,2014,medoids,61
correlation,0.010630203893010356,2015,medoids,61
nrmse dc,6.489114912862188,2015,medoids,61
rae dc,13.614986216260155,2015,medoids,61
correlation,0.009306438577152335,2016,medoids,61
nrmse dc,7.537808922914753,2016,medoids,61
rae dc,18.153809047466282,2016,medoids,61
correlation,0.08852302817832791,2012,medoids,2
nrmse dc,6.294177309171961,2012,medoids,2
rae dc,4.871013011546595,2012,medoids,2
correlation,0.09151294350404811,2013,medoids,2
nrmse dc,6.805675025125851,2013,medoids,2
rae dc,5.670904628694333,2013,medoids,2
correlation,0.09226726068904878,2014,medoids,2
nrmse dc,8.466243107972621,2014,medoids,2
rae dc,8.133730366677348,2014,medoids,2
correlation,0.10092783480249108,2015,medoids,2
nrmse dc,9.964380491610894,2015,medoids,2
rae dc,13.819144278693578,2015,medoids,2
correlation,0.10377659165084403,2016,medoids,2
nrmse dc,9.842398540964778,2016,medoids,2
rae dc,12.94555606555437,2016,medoids,2
correlation,0.013823813943081112,2012,medoids,4
nrmse dc,3.640614984722244,2012,medoids,4
rae dc,5.771358392413923,2012,medoids,4
correlation,0.01605199575699771,2013,medoids,4
nrmse dc,4.064296370803633,2013,medoids,4
rae dc,4.917634712042965,2013,medoids,4
correlation,0.016806312941998375,2014,medoids,4
nrmse dc,6.082842659567582,2014,medoids,4
rae dc,7.684608736815282,2014,medoids,4
correlation,0.025466887055440684,2015,medoids,4
nrmse dc,7.68398508629047,2015,medoids,4
rae dc,13.478812957259711,2015,medoids,4
correlation,0.028315643903793635,2016,medoids,4
nrmse dc,7.315635848278858,2016,medoids,4
rae dc,13.922107058200327,2016,medoids,4
correlation,0.004776795819551927,2012,medoids,8
nrmse dc,3.057221735558161,2012,medoids,8
rae dc,5.621046504952029,2012,medoids,8
correlation,0.010233899553856932,2013,medoids,8
nrmse dc,3.553321969955005,2013,medoids,8
rae dc,6.075717297813122,2013,medoids,8
correlation,0.008521028330272795,2014,medoids,8
nrmse dc,5.481459227271627,2014,medoids,8
rae dc,8.590266062017726,2014,medoids,8
correlation,0.01958199570048132,2015,medoids,8
nrmse dc,7.336448526552587,2015,medoids,8
rae dc,14.399617637564313,2015,medoids,8
correlation,0.02003035929206805,2016,medoids,8
nrmse dc,6.748792609049768,2016,medoids,8
rae dc,13.84816265697603,2016,medoids,8
correlation,0.004624620321239299,2012,medoids,16
nrmse dc,3.0242139133751333,2012,medoids,16
rae dc,6.091066482841484,2012,medoids,16
correlation,0.012560047485986048,2013,medoids,16
nrmse dc,3.234873369021006,2013,medoids,16
rae dc,5.8813087761527045,2013,medoids,16
correlation,0.007822206517857033,2014,medoids,16
nrmse dc,5.16862271932916,2014,medoids,16
rae dc,8.39341922381182,2014,medoids,16
correlation,0.021908143632610438,2015,medoids,16
nrmse dc,7.026224737392134,2015,medoids,16
rae dc,14.275448873700318,2015,medoids,16
correlation,0.020584378316752416,2016,medoids,16
nrmse dc,6.776987636632218,2016,medoids,16
rae dc,14.358258217689063,2016,medoids,16
correlation,0.006041340693522172,2012,medoids,32
nrmse dc,2.3708293448080604,2012,medoids,32
rae dc,5.2090345649068475,2012,medoids,32
correlation,0.01397676785826892,2013,medoids,32
nrmse dc,2.717477152820417,2013,medoids,32
rae dc,5.244806872716514,2013,medoids,32
correlation,0.006806540310480076,2014,medoids,32
nrmse dc,4.510431071459451,2014,medoids,32
rae dc,7.684453808241199,2014,medoids,32
correlation,0.02332486400489331,2015,medoids,32
nrmse dc,6.508037278193896,2015,medoids,32
rae dc,13.438274547443475,2015,medoids,32
correlation,0.022001098689035287,2016,medoids,32
nrmse dc,6.14675737169305,2016,medoids,32
rae dc,13.279656811733858,2016,medoids,32
correlation,0.004004488709122289,2012,medoids,48
nrmse dc,2.993831028703301,2012,medoids,48
rae dc,6.939319665919001,2012,medoids,48
correlation,0.007100441995231854,2013,medoids,48
nrmse dc,2.904596238240537,2013,medoids,48
rae dc,5.864537312064946,2013,medoids,48
correlation,0.0012376079962967597,2014,medoids,48
nrmse dc,4.849420426431549,2014,medoids,48
rae dc,8.867427532718624,2014,medoids,48
correlation,0.015392324366874285,2015,medoids,48
nrmse dc,6.629859274993268,2015,medoids,48
rae dc,13.977852662332197,2015,medoids,48
correlation,0.014068559051016264,2016,medoids,48
nrmse dc,6.786115356564708,2016,medoids,48
rae dc,15.145018816459062,2016,medoids,48
correlation,0.001117057798142122,2012,medoids,61
nrmse dc,2.9818751447909655,2012,medoids,61
rae dc,6.380466473249584,2012,medoids,61
correlation,0.006818369366604626,2013,medoids,61
nrmse dc,2.8677340244439287,2013,medoids,61
rae dc,5.736130143547586,2013,medoids,61
correlation,0.004511309023090789,2014,medoids,61
nrmse dc,4.948165925676942,2014,medoids,61
rae dc,8.976776173054672,2014,medoids,61
correlation,0.016166465513229016,2015,medoids,61
nrmse dc,6.791184679559817,2015,medoids,61
rae dc,14.443050046980808,2015,medoids,61
correlation,0.01539134249923498,2016,medoids,61
nrmse dc,7.030254916412119,2016,medoids,61
rae dc,15.794525248478038,2016,medoids,61
correlation,0.08797015176820666,2012,medoids,2
nrmse dc,6.273445323808276,2012,medoids,2
rae dc,4.841587419002038,2012,medoids,2
correlation,0.09096006709392686,2013,medoids,2
nrmse dc,6.784718841603379,2013,medoids,2
rae dc,5.640929266991232,2013,medoids,2
correlation,0.09171438427892753,2014,medoids,2
nrmse dc,8.445073154364318,2014,medoids,2
rae dc,8.100764289219683,2014,medoids,2
correlation,0.10037495839236983,2015,medoids,2
nrmse dc,9.944734287474791,2015,medoids,2
rae dc,13.784252371199651,2015,medoids,2
correlation,0.10322371524072278,2016,medoids,2
nrmse dc,9.823316357531949,2016,medoids,2
rae dc,12.908836583421815,2016,medoids,2
correlation,0.013978694176110787,2012,medoids,4
nrmse dc,3.648119128172276,2012,medoids,4
rae dc,5.950680537115402,2012,medoids,4
correlation,0.01696860950183099,2013,medoids,4
nrmse dc,4.039901280723207,2013,medoids,4
rae dc,4.8276360045240345,2013,medoids,4
correlation,0.017722926686831657,2014,medoids,4
nrmse dc,6.061724415554963,2014,medoids,4
rae dc,7.863492763502354,2014,medoids,4
correlation,0.026383500800273962,2015,medoids,4
nrmse dc,7.645259195531833,2015,medoids,4
rae dc,13.404434170721304,2015,medoids,4
correlation,0.029232257648626914,2016,medoids,4
nrmse dc,7.339709379717912,2016,medoids,4
rae dc,14.113429341578305,2016,medoids,4
correlation,0.00424850817094391,2012,medoids,8
nrmse dc,3.273179121680188,2012,medoids,8
rae dc,6.790072260414234,2012,medoids,8
correlation,0.012183935335690657,2013,medoids,8
nrmse dc,3.434494565398875,2013,medoids,8
rae dc,5.088752695843737,2013,medoids,8
correlation,0.006070957135649387,2014,medoids,8
nrmse dc,5.4039664842345445,2014,medoids,8
rae dc,8.729517711967565,2014,medoids,8
correlation,0.021532031482315046,2015,medoids,8
nrmse dc,7.0762220657689,2015,medoids,8
rae dc,13.396664474582428,2015,medoids,8
correlation,0.020208266166457028,2016,medoids,8
nrmse dc,7.083503103822349,2016,medoids,8
rae dc,15.03463699568765,2016,medoids,8
correlation,0.0021592573043195027,2012,medoids,16
nrmse dc,2.7000689803363858,2012,medoids,16
rae dc,5.899274720741521,2012,medoids,16
correlation,0.005784198479328206,2013,medoids,16
nrmse dc,2.92930229301345,2013,medoids,16
rae dc,4.894734177044594,2013,medoids,16
correlation,0.001584975206401366,2014,medoids,16
nrmse dc,4.932188193806778,2014,medoids,16
rae dc,7.808870954693858,2014,medoids,16
correlation,0.015132294625952595,2015,medoids,16
nrmse dc,6.755962637504775,2015,medoids,16
rae dc,13.364949502389683,2015,medoids,16
correlation,0.013808529310094575,2016,medoids,16
nrmse dc,6.474958395135445,2016,medoids,16
rae dc,14.045116919752147,2016,medoids,16
correlation,0.0060948100867742605,2012,medoids,32
nrmse dc,2.8479215319296443,2012,medoids,32
rae dc,6.320356710049086,2012,medoids,32
correlation,0.0097247835223598,2013,medoids,32
nrmse dc,3.0200876738814664,2013,medoids,32
rae dc,5.953528153429012,2013,medoids,32
correlation,0.002666582916715806,2014,medoids,32
nrmse dc,4.844321558134884,2014,medoids,32
rae dc,8.449066609460516,2014,medoids,32
correlation,0.01907287966898419,2015,medoids,32
nrmse dc,6.791247265634531,2015,medoids,32
rae dc,14.048189881392835,2015,medoids,32
correlation,0.017749114353126167,2016,medoids,32
nrmse dc,6.612908772439986,2016,medoids,32
rae dc,14.535366715856178,2016,medoids,32
correlation,0.0027415333352879636,2012,medoids,48
nrmse dc,2.786375857575427,2012,medoids,48
rae dc,5.775500605676139,2012,medoids,48
correlation,0.005193893829458784,2013,medoids,48
nrmse dc,2.6451630333968663,2013,medoids,48
rae dc,5.401104837658167,2013,medoids,48
correlation,0.004916554417273344,2014,medoids,48
nrmse dc,4.727714938885768,2014,medoids,48
rae dc,8.908542654196879,2014,medoids,48
correlation,0.014541989976083173,2015,medoids,48
nrmse dc,6.49908312588133,2015,medoids,48
rae dc,14.038801150729446,2015,medoids,48
correlation,0.015146309602331468,2016,medoids,48
nrmse dc,6.828505447731094,2016,medoids,48
rae dc,15.67367594928212,2016,medoids,48
correlation,0.004542674326886265,2012,medoids,61
nrmse dc,2.3135800192529437,2012,medoids,61
rae dc,4.945268433431655,2012,medoids,61
correlation,0.012478101491633012,2013,medoids,61
nrmse dc,2.4966199502544906,2013,medoids,61
rae dc,5.085189477301421,2013,medoids,61
correlation,0.006782650748970591,2014,medoids,61
nrmse dc,4.27687422735759,2014,medoids,61
rae dc,7.489770922140553,2014,medoids,61
correlation,0.0218261976382574,2015,medoids,61
nrmse dc,6.314493638966034,2015,medoids,61
rae dc,13.596582206940814,2015,medoids,61
correlation,0.020502432322399382,2016,medoids,61
nrmse dc,6.306286904395289,2016,medoids,61
rae dc,14.15679399448837,2016,medoids,61
correlation,0.06201258847879695,2012,centroids,2
nrmse dc,6.357627566817864,2012,centroids,2
rae dc,6.31136346088024,2012,centroids,2
correlation,0.06500250380451715,2013,centroids,2
nrmse dc,6.873442335087378,2013,centroids,2
rae dc,5.3027741981056655,2013,centroids,2
correlation,0.06575682098951781,2014,centroids,2
nrmse dc,8.604589320250854,2014,centroids,2
rae dc,8.270359312108331,2014,centroids,2
correlation,0.07441739510296012,2015,centroids,2
nrmse dc,10.0289378492745,2015,centroids,2
rae dc,13.851840743082427,2015,centroids,2
correlation,0.07726615195131308,2016,centroids,2
nrmse dc,10.00502164664647,2016,centroids,2
rae dc,14.559396995017586,2016,centroids,2
correlation,0.012280157390592553,2012,centroids,4
nrmse dc,3.8867098743479396,2012,centroids,4
rae dc,6.569626547964805,2012,centroids,4
correlation,0.016108802166747743,2013,centroids,4
nrmse dc,4.268192758488922,2013,centroids,4
rae dc,5.493519264981702,2013,centroids,4
correlation,0.013694843176298654,2014,centroids,4
nrmse dc,6.248857591070494,2014,centroids,4
rae dc,8.51957233356875,2014,centroids,4
correlation,0.02545689831337213,2015,centroids,4
nrmse dc,7.844262861169287,2015,centroids,4
rae dc,13.620880635321077,2015,centroids,4
correlation,0.02520417413809391,2016,centroids,4
nrmse dc,7.611164805970392,2016,centroids,4
rae dc,14.808467712523417,2016,centroids,4
correlation,0.00575520975127138,2012,centroids,8
nrmse dc,3.3298391603574644,2012,centroids,8
rae dc,6.679211928498269,2012,centroids,8
correlation,0.013331760740889523,2013,centroids,8
nrmse dc,3.564264286353995,2013,centroids,8
rae dc,5.41032837600044,2013,centroids,8
correlation,0.006877621745920955,2014,centroids,8
nrmse dc,5.507057986485127,2014,centroids,8
rae dc,8.635789466019375,2014,centroids,8
correlation,0.02267985688751391,2015,centroids,8
nrmse dc,7.217143511538094,2015,centroids,8
rae dc,13.65866104479405,2015,centroids,8
correlation,0.021356091571655893,2016,centroids,8
nrmse dc,7.144948736864795,2016,centroids,8
rae dc,14.939320903630914,2016,centroids,8
correlation,0.0011391642148591192,2012,centroids,16
nrmse dc,3.207929505907309,2012,centroids,16
rae dc,7.574883651752682,2012,centroids,16
correlation,0.008986907656497123,2013,centroids,16
nrmse dc,3.0900409890755793,2013,centroids,16
rae dc,5.476460075188427,2013,centroids,16
correlation,0.00480653011165999,2014,centroids,16
nrmse dc,5.2674998546513505,2014,centroids,16
rae dc,9.509198633441853,2014,centroids,16
correlation,0.018335003803121513,2015,centroids,16
nrmse dc,6.868137073320249,2015,centroids,16
rae dc,13.65679548498496,2015,centroids,16
correlation,0.01701123848726349,2016,centroids,16
nrmse dc,6.994339234570052,2016,centroids,16
rae dc,15.840025037605884,2016,centroids,16
correlation,0.004991292975300358,2012,centroids,32
nrmse dc,3.1044628626749655,2012,centroids,32
rae dc,7.220363367923205,2012,centroids,32
correlation,0.012926720140047107,2013,centroids,32
nrmse dc,2.920163072848892,2013,centroids,32
rae dc,5.523446768115089,2013,centroids,32
correlation,0.005756492592258263,2014,centroids,32
nrmse dc,4.89171643657129,2014,centroids,32
rae dc,9.174429466975482,2014,centroids,32
correlation,0.022274816286671495,2015,centroids,32
nrmse dc,6.678345000269325,2015,centroids,32
rae dc,13.69978788756181,2015,centroids,32
correlation,0.020951050970813474,2016,centroids,32
nrmse dc,6.912407858309987,2016,centroids,32
rae dc,15.50170225929603,2016,centroids,32
correlation,0.0031504038493049835,2012,centroids,48
nrmse dc,2.7198030547880627,2012,centroids,48
rae dc,5.548577473541474,2012,centroids,48
correlation,0.011085831014051731,2013,centroids,48
nrmse dc,2.8907768157954004,2013,centroids,48
rae dc,5.891554336493207,2013,centroids,48
correlation,0.0050744514153014215,2014,centroids,48
nrmse dc,4.746654610885841,2014,centroids,48
rae dc,8.067323108703436,2014,centroids,48
correlation,0.02043392716067612,2015,centroids,48
nrmse dc,6.751371687498948,2015,centroids,48
rae dc,14.510527772704402,2015,centroids,48
correlation,0.0191101618448181,2016,centroids,48
nrmse dc,6.680187092631584,2016,centroids,48
rae dc,14.815966902491448,2016,centroids,48
correlation,0.0011779552388783883,2012,centroids,61
nrmse dc,2.8796441036653775,2012,centroids,61
rae dc,6.562390083270998,2012,centroids,61
correlation,0.00738951361058704,2013,centroids,61
nrmse dc,2.8898385621589235,2013,centroids,61
rae dc,5.167386691553211,2013,centroids,61
correlation,0.0029635723518060355,2014,centroids,61
nrmse dc,4.897272958595017,2014,centroids,61
rae dc,8.526314720031133,2014,centroids,61
correlation,0.01673760975721143,2015,centroids,61
nrmse dc,6.748418938723131,2015,centroids,61
rae dc,13.827252245780969,2015,centroids,61
correlation,0.015413844441353408,2016,centroids,61
nrmse dc,6.703425213364972,2016,centroids,61
rae dc,14.83899586203146,2016,centroids,61
correlation,0.06145773845007518,2012,centroids,2
nrmse dc,6.338362804201452,2012,centroids,2
rae dc,6.284109075201776,2012,centroids,2
correlation,0.06444765377579538,2013,centroids,2
nrmse dc,6.854068052720524,2013,centroids,2
rae dc,5.275010608724393,2013,centroids,2
correlation,0.06520197096079605,2014,centroids,2
nrmse dc,8.584969499856014,2014,centroids,2
rae dc,8.23982568095114,2014,centroids,2
correlation,0.07386254507423835,2015,centroids,2
nrmse dc,10.010775066079825,2015,centroids,2
rae dc,13.819523381844698,2015,centroids,2
correlation,0.0767113019225913,2016,centroids,2
nrmse dc,9.987175187051953,2016,centroids,2
rae dc,14.525386909190468,2016,centroids,2
correlation,0.012202147898620804,2012,centroids,4
nrmse dc,3.8714128282412665,2012,centroids,4
rae dc,6.629053977671646,2012,centroids,4
correlation,0.01463907938932433,2013,centroids,4
nrmse dc,4.232272255604123,2013,centroids,4
rae dc,5.372959802615424,2013,centroids,4
correlation,0.013176575029564486,2014,centroids,4
nrmse dc,6.229822071655723,2014,centroids,4
rae dc,8.571529161314642,2014,centroids,4
correlation,0.02398717553594872,2015,centroids,4
nrmse dc,7.807227606886968,2015,centroids,4
rae dc,13.500725207854012,2015,centroids,4
correlation,0.024685905991359742,2016,centroids,4
nrmse dc,7.603291011617678,2016,centroids,4
rae dc,14.861074134141125,2016,centroids,4
correlation,0.004447368386207555,2012,centroids,8
nrmse dc,3.288943511065739,2012,centroids,8
rae dc,6.660772447764306,2012,centroids,8
correlation,0.011285014523351289,2013,centroids,8
nrmse dc,3.525020853394101,2013,centroids,8
rae dc,5.336782893733923,2013,centroids,8
correlation,0.006046504810465499,2014,centroids,8
nrmse dc,5.48604046191009,2014,centroids,8
rae dc,8.610710172512144,2014,centroids,8
correlation,0.02063311066997568,2015,centroids,8
nrmse dc,7.188725376960875,2015,centroids,8
rae dc,13.579154279178242,2015,centroids,8
correlation,0.019309345354117657,2016,centroids,8
nrmse dc,7.1014104985522835,2016,centroids,8
rae dc,14.909793786350582,2016,centroids,8
correlation,0.003716321723093848,2012,centroids,16
nrmse dc,3.0479024872348504,2012,centroids,16
rae dc,7.1063890021708405,2012,centroids,16
correlation,0.009197651212620062,2013,centroids,16
nrmse dc,3.000419192306406,2013,centroids,16
rae dc,5.416340415422801,2013,centroids,16
correlation,0.002704400252791913,2014,centroids,16
nrmse dc,5.0469096174945145,2014,centroids,16
rae dc,9.031954362364596,2014,centroids,16
correlation,0.01854574735924445,2015,centroids,16
nrmse dc,6.773023339201335,2015,centroids,16
rae dc,13.556324073523797,2015,centroids,16
correlation,0.01722198204338643,2016,centroids,16
nrmse dc,6.8525181272584605,2016,centroids,16
rae dc,15.331314753245502,2016,centroids,16
correlation,0.0022275592091073695,2012,centroids,32
nrmse dc,2.687913704944273,2012,centroids,32
rae dc,5.611852202685722,2012,centroids,32
correlation,0.010162986373854118,2013,centroids,32
nrmse dc,2.794983762397004,2013,centroids,32
rae dc,5.635331360717275,2013,centroids,32
correlation,0.004203739833368303,2014,centroids,32
nrmse dc,4.696651917753578,2014,centroids,32
