,index,capacity_factor,cluster,counts,data_type
79,79,0.0185,3.0,58.0,solar
80,80,0.1048,3.0,58.0,solar
81,81,0.2023,3.0,58.0,solar
82,82,0.2854,3.0,58.0,solar
83,83,0.3333,3.0,58.0,solar
84,84,0.3341,3.0,58.0,solar
85,85,0.3085,3.0,58.0,solar
86,86,0.2517,3.0,58.0,solar
87,87,0.1523,3.0,58.0,solar
88,88,0.0495,3.0,58.0,solar
89,89,0.0001,3.0,58.0,solar
90,90,0.0,3.0,58.0,solar
91,91,0.0,3.0,58.0,solar
92,92,0.0,3.0,58.0,solar
93,93,0.0,3.0,58.0,solar
94,94,0.0,3.0,58.0,solar
95,95,0.0,3.0,58.0,solar
96,96,0.0,4.0,55.0,solar
97,97,0.0,4.0,55.0,solar
98,98,0.0,4.0,55.0,solar
99,99,0.0,4.0,55.0,solar
100,100,0.0011,4.0,55.0,solar
101,101,0.0449,4.0,55.0,solar
102,102,0.1324,4.0,55.0,solar
103,103,0.239,4.0,55.0,solar
104,104,0.3457,4.0,55.0,solar
105,105,0.4411,4.0,55.0,solar
106,106,0.5108,4.0,55.0,solar
107,107,0.5361,4.0,55.0,solar
108,108,0.5327,4.0,55.0,solar
109,109,0.5039,4.0,55.0,solar
110,110,0.4344,4.0,55.0,solar
111,111,0.3356,4.0,55.0,solar
112,112,0.2331,4.0,55.0,solar
113,113,0.1401,4.0,55.0,solar
114,114,0.0581,4.0,55.0,solar
115,115,0.0071,4.0,55.0,solar
116,116,0.0,4.0,55.0,solar
117,117,0.0,4.0,55.0,solar
118,118,0.0,4.0,55.0,solar
119,119,0.0,4.0,55.0,solar
120,120,0.0,5.0,59.0,solar
121,121,0.0,5.0,59.0,solar
122,122,0.0,5.0,59.0,solar
123,123,0.0,5.0,59.0,solar
124,124,0.0,5.0,59.0,solar
125,125,0.0,5.0,59.0,solar
126,126,0.0,5.0,59.0,solar
127,127,0.0,5.0,59.0,solar
128,128,0.0004,5.0,59.0,solar
129,129,0.0228,5.0,59.0,solar
130,130,0.0588,5.0,59.0,solar
131,131,0.0868,5.0,59.0,solar
132,132,0.0986,5.0,59.0,solar
133,133,0.0873,5.0,59.0,solar
134,134,0.0469,5.0,59.0,solar
135,135,0.0061,5.0,59.0,solar
136,136,0.0,5.0,59.0,solar
137,137,0.0,5.0,59.0,solar
138,138,0.0,5.0,59.0,solar
139,139,0.0,5.0,59.0,solar
140,140,0.0,5.0,59.0,solar
141,141,0.0,5.0,59.0,solar
142,142,0.0,5.0,59.0,solar
143,143,0.0,5.0,59.0,solar
144,144,0.0,6.0,47.0,solar
145,145,0.0,6.0,47.0,solar
146,146,0.0,6.0,47.0,solar
147,147,0.0,6.0,47.0,solar
148,148,0.001,6.0,47.0,solar
149,149,0.0614,6.0,47.0,solar
150,150,0.1648,6.0,47.0,solar
151,151,0.2907,6.0,47.0,solar
152,152,0.4171,6.0,47.0,solar
153,153,0.5237,6.0,47.0,solar
154,154,0.6004,6.0,47.0,solar
155,155,0.6326,6.0,47.0,solar
156,156,0.6345,6.0,47.0,solar
157,157,0.603,6.0,47.0,solar
158,158,0.5252,6.0,47.0,solar
159,159,0.4117,6.0,47.0,solar
160,160,0.2826,6.0,47.0,solar
161,161,0.16699999999999998,6.0,47.0,solar
162,162,0.0672,6.0,47.0,solar
163,163,0.0041,6.0,47.0,solar
164,164,0.0,6.0,47.0,solar
165,165,0.0,6.0,47.0,solar
166,166,0.0,6.0,47.0,solar
167,167,0.0,6.0,47.0,solar
168,168,0.0,7.0,47.0,solar
169,169,0.0,7.0,47.0,solar
170,170,0.0,7.0,47.0,solar
171,171,0.0,7.0,47.0,solar
172,172,0.0,7.0,47.0,solar
173,173,0.0,7.0,47.0,solar
174,174,0.0019,7.0,47.0,solar
175,175,0.0659,7.0,47.0,solar
176,176,0.16899999999999998,7.0,47.0,solar
177,177,0.2917,7.0,47.0,solar
178,178,0.3878,7.0,47.0,solar
179,179,0.4331,7.0,47.0,solar
