,metric,value,num_days,method
1025,correlation,0.005585335095282584,48,centroids
1026,nrmse dc,1.3572062114691834,48,centroids
1027,rae dc,2.6520643381995264,48,centroids
1028,nrmse rdc,26.74939238649962,61,centroids
1029,correlation,0.010213194149295446,61,centroids
1030,nrmse dc,1.5085312039845267,61,centroids
1031,rae dc,4.4532455557878565,61,centroids
1032,nrmse rdc,26.644174293032716,4,medoids
1033,correlation,0.024999408252192712,4,medoids
1034,nrmse dc,2.8158882517934614,4,medoids
1035,rae dc,2.0335203987900417,4,medoids
1036,nrmse rdc,26.921817813157208,8,medoids
1037,correlation,0.006191582891380443,8,medoids
1038,nrmse dc,1.9530636016485505,8,medoids
1039,rae dc,1.6809808899200989,8,medoids
1040,nrmse rdc,26.47668933160355,12,medoids
1041,correlation,0.008658696824373924,12,medoids
1042,nrmse dc,1.8937759842859616,12,medoids
1043,rae dc,3.524453948646368,12,medoids
1044,nrmse rdc,27.020806137598026,24,medoids
1045,correlation,0.006991301945130868,24,medoids
1046,nrmse dc,1.4441964301101722,24,medoids
1047,rae dc,2.4376478791717817,24,medoids
1048,nrmse rdc,26.98076773028541,48,medoids
1049,correlation,0.005919102866319692,48,medoids
1050,nrmse dc,1.3922084879698051,48,medoids
1051,rae dc,1.2479030654040402,48,medoids
1052,nrmse rdc,26.67057579818582,61,medoids
1053,correlation,0.006174566741707466,61,medoids
1054,nrmse dc,2.124418417059766,61,medoids
1055,rae dc,7.079392665301293,61,medoids
1056,nrmse rdc,26.104924484385744,4,centroids
1057,correlation,0.015522660677562916,4,centroids
1058,nrmse dc,2.718228764698883,4,centroids
1059,rae dc,2.08526471954025,4,centroids
1060,nrmse rdc,26.75375858980571,8,centroids
1061,correlation,0.00646524916392166,8,centroids
1062,nrmse dc,1.9447871335811822,8,centroids
1063,rae dc,1.8415263722946147,8,centroids
1064,nrmse rdc,26.86514290410763,12,centroids
1065,correlation,0.005558395622896617,12,centroids
1066,nrmse dc,1.66056813893523,12,centroids
1067,rae dc,2.721924441043404,12,centroids
1068,nrmse rdc,26.339705700623142,24,centroids
1069,correlation,0.003236198222034359,24,centroids
1070,nrmse dc,1.3519297445464027,24,centroids
1071,rae dc,2.1591454167012905,24,centroids
1072,nrmse rdc,26.78519026313376,48,centroids
1073,correlation,0.007826807593866336,48,centroids
1074,nrmse dc,1.4654530052867845,48,centroids
1075,rae dc,3.35615507090227,48,centroids
1076,nrmse rdc,27.18265224678917,61,centroids
1077,correlation,0.016104415369519898,61,centroids
1078,nrmse dc,1.8543350301498556,61,centroids
1079,rae dc,6.280907069913992,61,centroids
1080,nrmse rdc,26.111663160723936,4,medoids
1081,correlation,0.026446073410979598,4,medoids
1082,nrmse dc,2.8130829486347793,4,medoids
1083,rae dc,2.189659954218894,4,medoids
1084,nrmse rdc,27.03152083182718,8,medoids
1085,correlation,0.006567356747038011,8,medoids
1086,nrmse dc,1.7855447663264472,8,medoids
1087,rae dc,2.41600761743999,8,medoids
1088,nrmse rdc,27.78744247316578,12,medoids
1089,correlation,0.005013364741774828,12,medoids
1090,nrmse dc,1.703795576581757,12,medoids
1091,rae dc,1.928587731566232,12,medoids
1092,nrmse rdc,27.5820011501195,24,medoids
1093,correlation,0.0021491614975214235,24,medoids
1094,nrmse dc,1.5418797476862327,24,medoids
1095,rae dc,3.63046146004708,24,medoids
1096,nrmse rdc,26.802411339887854,48,medoids
1097,correlation,0.009344808881378897,48,medoids
1098,nrmse dc,1.4371153341933447,48,medoids
1099,rae dc,3.236307202579696,48,medoids
1100,nrmse rdc,26.719183266505144,61,medoids
1101,correlation,0.00810384882647075,61,medoids
1102,nrmse dc,1.4654034241377394,61,medoids
1103,rae dc,3.4621175556405865,61,medoids
1104,nrmse rdc,26.328667971779353,4,centroids
1105,correlation,0.01655491495121808,4,centroids
1106,nrmse dc,2.727184990236674,4,centroids
1107,rae dc,2.2345445875056424,4,centroids
1108,nrmse rdc,26.911975557727555,8,centroids
1109,correlation,0.0060473655113670866,8,centroids
1110,nrmse dc,1.9516391046294608,8,centroids
1111,rae dc,1.8893426722671915,8,centroids
1112,nrmse rdc,28.044152359040453,12,centroids
1113,correlation,0.007520670409211561,12,centroids
1114,nrmse dc,1.7635880530039498,12,centroids
1115,rae dc,1.465267168193406,12,centroids
1116,nrmse rdc,26.297757951676818,24,centroids
1117,correlation,0.005080958959781778,24,centroids
1118,nrmse dc,1.4163801973042034,24,centroids
1119,rae dc,1.8674887403106513,24,centroids
1120,nrmse rdc,27.46728489096046,48,centroids
1121,correlation,0.0068929960934148715,48,centroids
1122,nrmse dc,1.3208939632905032,48,centroids
1123,rae dc,3.442699808870743,48,centroids
1124,nrmse rdc,26.86189828597115,61,centroids
1125,correlation,0.01880519352981236,61,centroids
1126,nrmse dc,2.1033298654401387,61,centroids
1127,rae dc,5.873870516817659,61,centroids
1128,nrmse rdc,26.908596722713682,4,medoids
1129,correlation,0.026446073410979598,4,medoids
1130,nrmse dc,2.812273133977207,4,medoids
1131,rae dc,2.189659954218894,4,medoids
1132,nrmse rdc,26.367895036960913,8,medoids
1133,correlation,0.007752926128371751,8,medoids
1134,nrmse dc,1.9169719001435201,8,medoids
1135,rae dc,2.417279263653536,8,medoids
1136,nrmse rdc,26.30358395045853,12,medoids
1137,correlation,0.011748253291058885,12,medoids
1138,nrmse dc,1.8844411900173768,12,medoids
1139,rae dc,3.3795192393495364,12,medoids
1140,nrmse rdc,27.12901808304332,24,medoids
1141,correlation,0.006187555351224394,24,medoids
1142,nrmse dc,1.2729295566993137,24,medoids
1143,rae dc,1.8843043462784506,24,medoids
1144,nrmse rdc,26.868866394806094,48,medoids
1145,correlation,0.010147743929218467,48,medoids
1146,nrmse dc,1.5532634159348728,48,medoids
1147,rae dc,4.1152752535081065,48,medoids
1148,nrmse rdc,26.722667992376795,61,medoids
1149,correlation,0.011904783401875174,61,medoids
1150,nrmse dc,1.4815507934166163,61,medoids
1151,rae dc,3.4808312469866927,61,medoids
1152,nrmse rdc,27.61078940077842,4,centroids
1153,correlation,0.016515325735289244,4,centroids
1154,nrmse dc,2.7360878935489885,4,centroids
1155,rae dc,2.2203764030376822,4,centroids
1156,nrmse rdc,27.875779874179802,8,centroids
1157,correlation,0.004507812331364769,8,centroids
1158,nrmse dc,1.9216689786106107,8,centroids
1159,rae dc,2.112580982189058,8,centroids
1160,nrmse rdc,28.062750870455897,12,centroids
1161,correlation,0.00996739965617488,12,centroids
1162,nrmse dc,1.7449764441223021,12,centroids
1163,rae dc,3.183761876737945,12,centroids
1164,nrmse rdc,27.980039431077724,24,centroids
1165,correlation,0.010066424645812533,24,centroids
1166,nrmse dc,1.4780470696340398,24,centroids
1167,rae dc,2.078124337902785,24,centroids
1168,nrmse rdc,26.57315916564852,48,centroids
1169,correlation,0.013594037200713949,48,centroids
1170,nrmse dc,1.7310036865373137,48,centroids
1171,rae dc,5.527572574417036,48,centroids
1172,nrmse rdc,26.919510270245663,61,centroids
1173,correlation,0.006951797988210995,61,centroids
1174,nrmse dc,1.4835699722628808,61,centroids
1175,rae dc,2.437999344684391,61,centroids
1176,nrmse rdc,27.290124698997317,4,medoids
1177,correlation,0.026565988336437862,4,medoids
1178,nrmse dc,2.842189519463384,4,medoids
1179,rae dc,1.8430403305101186,4,medoids
1180,nrmse rdc,26.42606627863403,8,medoids
1181,correlation,0.0060230877719873455,8,medoids
1182,nrmse dc,1.7876419438430942,8,medoids
1183,rae dc,2.253954665990044,8,medoids
1184,nrmse rdc,26.941750939958066,12,medoids
1185,correlation,0.00983098000800231,12,medoids
1186,nrmse dc,1.7746606855838056,12,medoids
1187,rae dc,2.28667767974888,12,medoids
1188,nrmse rdc,27.202592184763244,24,medoids
1189,correlation,0.014493995204359456,24,medoids
1190,nrmse dc,1.721617868961047,24,medoids
1191,rae dc,3.775943414341125,24,medoids
1192,nrmse rdc,26.80111266846616,48,medoids
1193,correlation,0.009874818076924252,48,medoids
1194,nrmse dc,1.5001599148618803,48,medoids
1195,rae dc,3.452535635372224,48,medoids
1196,nrmse rdc,26.35631442436748,61,medoids
1197,correlation,0.010796378162266196,61,medoids
1198,nrmse dc,1.91861758625196,61,medoids
1199,rae dc,5.607060615472035,61,medoids
1200,nrmse rdc,27.09567321266128,4,centroids
1201,correlation,0.015497467314716573,4,centroids
1202,nrmse dc,2.7175280025074646,4,centroids
1203,rae dc,2.0790490308994105,4,centroids
1204,nrmse rdc,26.94488578074755,8,centroids
1205,correlation,0.008127354564361533,8,centroids
1206,nrmse dc,2.112073000572263,8,centroids
1207,rae dc,1.3607870626901506,8,centroids
1208,nrmse rdc,27.339434101876787,12,centroids
1209,correlation,0.008821164540148918,12,centroids
1210,nrmse dc,1.758597369008279,12,centroids
1211,rae dc,3.4214414670777376,12,centroids
1212,nrmse rdc,27.32681015874381,24,centroids
1213,correlation,0.003981173899920143,24,centroids
1214,nrmse dc,1.435917086887241,24,centroids
1215,rae dc,2.3471839322434906,24,centroids
1216,nrmse rdc,26.49893591724926,48,centroids
1217,correlation,0.004805356878135658,48,centroids
1218,nrmse dc,1.1742433996977801,48,centroids
1219,rae dc,2.364224124048713,48,centroids
1220,nrmse rdc,26.600741997721585,61,centroids
1221,correlation,0.018704466970323463,61,centroids
1222,nrmse dc,1.877705169820997,61,centroids
1223,rae dc,5.457715557604303,61,centroids
1224,nrmse rdc,25.485814671197687,4,medoids
1225,correlation,0.024999408252192712,4,medoids
1226,nrmse dc,2.779049486170113,4,medoids
1227,rae dc,2.0335203987900417,4,medoids
1228,nrmse rdc,27.175623271549625,8,medoids
1229,correlation,0.0019633444412548995,8,medoids
1230,nrmse dc,1.7202661719024348,8,medoids
1231,rae dc,1.6464038387431372,8,medoids
1232,nrmse rdc,27.186111810478366,12,medoids
1233,correlation,0.005621356511141817,12,medoids
1234,nrmse dc,1.7073885945783651,12,medoids
1235,rae dc,3.241275576045464,12,medoids
1236,nrmse rdc,26.988673990122596,24,medoids
1237,correlation,0.014129540290043319,24,medoids
1238,nrmse dc,1.6488042057592927,24,medoids
1239,rae dc,3.8356076068319904,24,medoids
1240,nrmse rdc,26.70480284729598,48,medoids
1241,correlation,0.010618260897223952,48,medoids
1242,nrmse dc,1.7503325953216047,48,medoids
1243,rae dc,4.41950548252227,48,medoids
1244,nrmse rdc,26.796309288063842,61,medoids
1245,correlation,0.010543194003585277,61,medoids
1246,nrmse dc,2.0598644438895466,61,medoids
1247,rae dc,6.560056461656882,61,medoids
1248,nrmse rdc,26.926415473815272,4,centroids
1249,correlation,0.01657747775096552,4,centroids
1250,nrmse dc,2.7238281330485816,4,centroids
1251,rae dc,2.2401450505736804,4,centroids
1252,nrmse rdc,26.202769931180068,8,centroids
1253,correlation,0.009658531984811924,8,centroids
1254,nrmse dc,1.990641310816944,8,centroids
1255,rae dc,2.465542164167038,8,centroids
1256,nrmse rdc,27.935251007808045,12,centroids
1257,correlation,0.005193862389792359,12,centroids
1258,nrmse dc,1.7258283029156447,12,centroids
1259,rae dc,2.670217196549669,12,centroids
1260,nrmse rdc,27.544448183164743,24,centroids
1261,correlation,0.007113633718079715,24,centroids
1262,nrmse dc,1.490936531767152,24,centroids
1263,rae dc,3.0138037323727627,24,centroids
1264,nrmse rdc,27.308197964488972,48,centroids
1265,correlation,0.00790424411465962,48,centroids
1266,nrmse dc,1.5240954501319928,48,centroids
1267,rae dc,0.3483880122959091,48,centroids
1268,nrmse rdc,27.016561098183757,61,centroids
1269,correlation,0.013806145835609462,61,centroids
1270,nrmse dc,1.8376540697046917,61,centroids
1271,rae dc,5.411244754554149,61,centroids
1272,nrmse rdc,25.0075864593793,4,medoids
1273,correlation,0.02719245862824471,4,medoids
1274,nrmse dc,2.8453997840512053,4,medoids
1275,rae dc,2.319986506699274,4,medoids
1276,nrmse rdc,27.353737472769314,8,medoids
1277,correlation,0.0023007299624570043,8,medoids
1278,nrmse dc,1.7706128257229168,8,medoids
1279,rae dc,1.901224353360366,8,medoids
1280,nrmse rdc,26.704171461925796,12,medoids
1281,correlation,0.006692001544074455,12,medoids
1282,nrmse dc,1.7069867844102953,12,medoids
1283,rae dc,2.3404288860279157,12,medoids
1284,nrmse rdc,26.815132221532338,24,medoids
1285,correlation,0.019150931820853256,24,medoids
1286,nrmse dc,1.7249677219205768,24,medoids
1287,rae dc,4.074024790826131,24,medoids
1288,nrmse rdc,26.701238288190968,48,medoids
1289,correlation,0.009086461221348707,48,medoids
1290,nrmse dc,1.3193545017267756,48,medoids
1291,rae dc,2.678039839820217,48,medoids
1292,nrmse rdc,26.380055640678112,61,medoids
1293,correlation,0.012164133033946478,61,medoids
1294,nrmse dc,1.5721954675797258,61,medoids
1295,rae dc,3.5365833364225665,61,medoids
1296,nrmse rdc,26.06284816721042,4,centroids
1297,correlation,0.015536598859251516,4,centroids
1298,nrmse dc,2.712656557594874,4,centroids
1299,rae dc,2.071067762674717,4,centroids
1300,nrmse rdc,25.411464438094274,8,centroids
1301,correlation,0.008503346679218149,8,centroids
1302,nrmse dc,2.095057447141413,8,centroids
1303,rae dc,1.5155574264547136,8,centroids
1304,nrmse rdc,27.359577151642156,12,centroids
1305,correlation,0.009920373560641238,12,centroids
1306,nrmse dc,1.7568678766976387,12,centroids
1307,rae dc,3.396014642953317,12,centroids
1308,nrmse rdc,26.522665194858998,24,centroids
1309,correlation,0.012364116932833569,24,centroids
1310,nrmse dc,1.575976191476909,24,centroids
1311,rae dc,3.576044808347813,24,centroids
1312,nrmse rdc,26.462747370740445,48,centroids
1313,correlation,0.002646570245268709,48,centroids
1314,nrmse dc,1.4632216029641656,48,centroids
1315,rae dc,1.900539029114111,48,centroids
1316,nrmse rdc,26.783744890719827,61,centroids
1317,correlation,0.0028555753258535654,61,centroids
1318,nrmse dc,1.2606094906873306,61,centroids
1319,rae dc,2.401369714365554,61,centroids
1320,nrmse rdc,25.773803350923117,4,medoids
1321,correlation,0.026446073410979598,4,medoids
1322,nrmse dc,2.8268726058822415,4,medoids
1323,rae dc,2.189659954218894,4,medoids
1324,nrmse rdc,26.19332851494563,8,medoids
1325,correlation,0.004148482615729643,8,medoids
1326,nrmse dc,1.8510507968866226,8,medoids
1327,rae dc,1.8422028480872206,8,medoids
1328,nrmse rdc,27.25726103138526,12,medoids
1329,correlation,0.009276699021510626,12,medoids
1330,nrmse dc,1.8080633121264589,12,medoids
1331,rae dc,3.0394434088561364,12,medoids
1332,nrmse rdc,26.89006194038724,24,medoids
1333,correlation,0.012930472236226787,24,medoids
1334,nrmse dc,1.8252795575178873,24,medoids
1335,rae dc,1.5924348757142632,24,medoids
1336,nrmse rdc,27.0024349571803,48,medoids
1337,correlation,0.015573350749143677,48,medoids
1338,nrmse dc,1.704440820440239,48,medoids
1339,rae dc,3.0045616730405387,48,medoids
1340,nrmse rdc,26.308819455016504,61,medoids
1341,correlation,0.010058902814545134,61,medoids
1342,nrmse dc,1.797917069085946,61,medoids
1343,rae dc,4.360845535462838,61,medoids
1344,nrmse rdc,26.414563258351322,4,centroids
1345,correlation,0.017261042813599303,4,centroids
1346,nrmse dc,2.7453031720469596,4,centroids
1347,rae dc,2.3423636616586228,4,centroids
1348,nrmse rdc,27.37612512860584,8,centroids
1349,correlation,0.00785909578064281,8,centroids
1350,nrmse dc,1.989886686987483,8,centroids
1351,rae dc,1.4675098549763346,8,centroids
1352,nrmse rdc,28.365035821490306,12,centroids
1353,correlation,0.004723394241375023,12,centroids
1354,nrmse dc,1.6587548157007337,12,centroids
1355,rae dc,1.9188303537683344,12,centroids
1356,nrmse rdc,27.572883645477187,24,centroids
1357,correlation,0.012714018594595755,24,centroids
1358,nrmse dc,1.6102000739596498,24,centroids
1359,rae dc,3.0111275719675192,24,centroids
1360,nrmse rdc,26.738241365083933,48,centroids
1361,correlation,0.011613728427118164,48,centroids
1362,nrmse dc,1.556183072678671,48,centroids
1363,rae dc,3.816777255167342,48,centroids
1364,nrmse rdc,27.304704493364486,61,centroids
1365,correlation,0.009365378331299579,61,centroids
1366,nrmse dc,1.9323339458522153,61,centroids
1367,rae dc,6.597489556884488,61,centroids
1368,nrmse rdc,26.438362923165755,4,medoids
1369,correlation,0.026565988336437862,4,medoids
1370,nrmse dc,2.8570462777751033,4,medoids
1371,rae dc,1.8430403305101186,4,medoids
1372,nrmse rdc,25.978655136029953,8,medoids
1373,correlation,0.004025807945092996,8,medoids
1374,nrmse dc,1.8509716248557817,8,medoids
1375,rae dc,2.3371716172852994,8,medoids
1376,nrmse rdc,26.17751093163866,12,medoids
1377,correlation,0.006383774218361449,12,medoids
1378,nrmse dc,1.7009089457063435,12,medoids
1379,rae dc,2.5727868451284297,12,medoids
1380,nrmse rdc,26.37527876530677,24,medoids
1381,correlation,0.0135243376136861,24,medoids
1382,nrmse dc,1.595106437967349,24,medoids
1383,rae dc,3.0403900521463925,24,medoids
1384,nrmse rdc,26.875294700563714,48,medoids
1385,correlation,0.00666288501147827,48,medoids
1386,nrmse dc,1.3672629467435728,48,medoids
1387,rae dc,2.5963429170508454,48,medoids
1388,nrmse rdc,26.20126125333735,61,medoids
1389,correlation,0.008635182812440356,61,medoids
1390,nrmse dc,1.3584474809504943,61,medoids
1391,rae dc,3.1827297837983655,61,medoids
1392,nrmse rdc,25.653558827779538,4,centroids
1393,correlation,0.016797941931438798,4,centroids
1394,nrmse dc,2.7524196438090303,4,centroids
1395,rae dc,1.9051849556922718,4,centroids
1396,nrmse rdc,27.57978551405577,8,centroids
1397,correlation,0.0083629462399607,8,centroids
1398,nrmse dc,2.0339506607705102,8,centroids
1399,rae dc,1.3801117565189716,8,centroids
1400,nrmse rdc,27.192215970830187,12,centroids
1401,correlation,0.008053344076248692,12,centroids
1402,nrmse dc,1.672569242049481,12,centroids
1403,rae dc,2.898792321189935,12,centroids
1404,nrmse rdc,27.077800282620256,24,centroids
1405,correlation,0.006922755269620939,24,centroids
1406,nrmse dc,1.3879600113079436,24,centroids
1407,rae dc,2.740684019146836,24,centroids
1408,nrmse rdc,26.775933016413234,48,centroids
1409,correlation,0.016972868091685855,48,centroids
1410,nrmse dc,1.6934513380189393,48,centroids
1411,rae dc,4.149860585726426,48,centroids
1412,nrmse rdc,26.54466167770165,61,centroids
1413,correlation,0.0014329371135716196,61,centroids
1414,nrmse dc,1.472843088573568,61,centroids
1415,rae dc,4.319677496602844,61,centroids
1416,nrmse rdc,26.283799049537212,4,medoids
1417,correlation,0.026446073410979598,4,medoids
1418,nrmse dc,2.812273133977207,4,medoids
1419,rae dc,2.189659954218894,4,medoids
1420,nrmse rdc,27.942072960048222,8,medoids
1421,correlation,0.004444654051473984,8,medoids
1422,nrmse dc,1.8561649547652228,8,medoids
1423,rae dc,1.0510803922971776,8,medoids
1424,nrmse rdc,27.843951293672475,12,medoids
1425,correlation,0.00843946484379765,12,medoids
1426,nrmse dc,1.864565315557721,12,medoids
1427,rae dc,1.2505325491628154,12,medoids
1428,nrmse rdc,27.049354707869643,24,medoids
1429,correlation,0.003422831974500107,24,medoids
1430,nrmse dc,1.5050111563456747,24,medoids
1431,rae dc,2.7970271172510826,24,medoids
1432,nrmse rdc,26.62175240147297,48,medoids
1433,correlation,0.0071746722311766264,48,medoids
1434,nrmse dc,1.4655582315395137,48,medoids
1435,rae dc,3.858483955265207,48,medoids
1436,nrmse rdc,26.701270605895427,61,medoids
1437,correlation,0.00792647693877535,61,medoids
1438,nrmse dc,1.77734054166505,61,medoids
1439,rae dc,4.842496308017697,61,medoids
1440,nrmse rdc,24.501845294566106,4,centroids
1441,correlation,0.015505029290200367,4,centroids
1442,nrmse dc,2.7223395346376247,4,centroids
1443,rae dc,2.0154932534485916,4,centroids
1444,nrmse rdc,25.439620454459526,8,centroids
1445,correlation,0.010934366585980126,8,centroids
1446,nrmse dc,2.0003245628102513,8,centroids
1447,rae dc,2.3881381171781473,8,centroids
1448,nrmse rdc,28.017865587365463,12,centroids
1449,correlation,0.008898234930464044,12,centroids
1450,nrmse dc,1.794799382402114,12,centroids
1451,rae dc,3.141505707121515,12,centroids
1452,nrmse rdc,27.46655864508135,24,centroids
1453,correlation,0.009776864724688195,24,centroids
1454,nrmse dc,1.6023836037551538,24,centroids
1455,rae dc,3.0893300203737226,24,centroids
1456,nrmse rdc,26.851072495545868,48,centroids
1457,correlation,0.01160273455479166,48,centroids
1458,nrmse dc,1.662117453572165,48,centroids
1459,rae dc,4.524956972038125,48,centroids
1460,nrmse rdc,26.776709110157366,61,centroids
1461,correlation,0.0072784691659545375,61,centroids
1462,nrmse dc,1.733689489114175,61,centroids
1463,rae dc,4.684509022451655,61,centroids
1464,nrmse rdc,26.17526967663332,4,medoids
1465,correlation,0.026446073410979598,4,medoids
1466,nrmse dc,2.8130829486347793,4,medoids
1467,rae dc,2.189659954218894,4,medoids
1468,nrmse rdc,25.25059889478783,8,medoids
1469,correlation,0.006624568913096041,8,medoids
1470,nrmse dc,1.895633150229336,8,medoids
1471,rae dc,2.2962120746994596,8,medoids
1472,nrmse rdc,26.77999372820349,12,medoids
1473,correlation,0.004115678919896948,12,medoids
1474,nrmse dc,1.6724941382427403,12,medoids
1475,rae dc,1.8401048386299115,12,medoids
1476,nrmse rdc,26.832482434546165,24,medoids
1477,correlation,0.007735257923903394,24,medoids
1478,nrmse dc,1.5429797666104863,24,medoids
1479,rae dc,2.9805706774030534,24,medoids
1480,nrmse rdc,26.67847875095322,48,medoids
1481,correlation,0.008915118224243068,48,medoids
1482,nrmse dc,1.822247848267468,48,medoids
1483,rae dc,5.065012426600369,48,medoids
1484,nrmse rdc,26.606329431745063,61,medoids
1485,correlation,0.008258063021951645,61,medoids
1486,nrmse dc,1.321304345562537,61,medoids
1487,rae dc,2.641771496939548,61,medoids
1488,nrmse rdc,25.15428728939659,4,centroids
1489,correlation,0.016560370790237422,4,centroids
1490,nrmse dc,2.724319182951304,4,centroids
1491,rae dc,2.2305709319800497,4,centroids
1492,nrmse rdc,25.7993307963571,8,centroids
1493,correlation,0.010137237828561685,8,centroids
1494,nrmse dc,1.9948142356514849,8,centroids
1495,rae dc,2.172134929980229,8,centroids
1496,nrmse rdc,26.51482936072497,12,centroids
1497,correlation,0.00844674522945199,12,centroids
1498,nrmse dc,1.7673781443809002,12,centroids
1499,rae dc,1.266872246053446,12,centroids
1500,nrmse rdc,27.075519337748975,24,centroids
1501,correlation,0.013324686550973963,24,centroids
1502,nrmse dc,1.7870935567016561,24,centroids
1503,rae dc,4.921453600784696,24,centroids
1504,nrmse rdc,26.62543467905317,48,centroids
1505,correlation,0.010506612109314029,48,centroids
1506,nrmse dc,1.6283181814230545,48,centroids
1507,rae dc,4.986512917751089,48,centroids
1508,nrmse rdc,27.099188761201734,61,centroids
1509,correlation,0.01107823518682638,61,centroids
1510,nrmse dc,2.068547012830522,61,centroids
1511,rae dc,6.278327213869941,61,centroids
1512,nrmse rdc,24.964814741300547,4,medoids
1513,correlation,0.026446073410979598,4,medoids
1514,nrmse dc,2.799668583377302,4,medoids
1515,rae dc,2.189659954218894,4,medoids
1516,nrmse rdc,27.010446656569226,8,medoids
1517,correlation,0.005709674552035193,8,medoids
1518,nrmse dc,1.9064711772633756,8,medoids
1519,rae dc,1.1228131133664092,8,medoids
1520,nrmse rdc,27.6856846067999,12,medoids
1521,correlation,0.004448246348124352,12,medoids
1522,nrmse dc,1.655765918889206,12,medoids
1523,rae dc,2.960613352892051,12,medoids
1524,nrmse rdc,26.608232992009224,24,medoids
1525,correlation,0.016637975002214866,24,medoids
1526,nrmse dc,1.5551593991268788,24,medoids
1527,rae dc,3.316852082739707,24,medoids
1528,nrmse rdc,26.613059864897775,48,medoids
1529,correlation,0.011785021026919806,48,medoids
1530,nrmse dc,2.087252876989344,48,medoids
1531,rae dc,7.050298332947942,48,medoids
1532,nrmse rdc,26.759888900847898,61,medoids
1533,correlation,0.0009717402385414076,61,medoids
1534,nrmse dc,1.5027829958636492,61,medoids
1535,rae dc,3.1560945190808614,61,medoids
1536,nrmse rdc,26.759683333935868,4,centroids
1537,correlation,0.016748986163042212,4,centroids
1538,nrmse dc,2.750824579232234,4,centroids
1539,rae dc,1.8903096957407677,4,centroids
1540,nrmse rdc,26.082243505163802,8,centroids
1541,correlation,0.008083996883115563,8,centroids
1542,nrmse dc,2.0025889083907664,8,centroids
1543,rae dc,1.420968173452897,8,centroids
1544,nrmse rdc,27.38519831901944,12,centroids
1545,correlation,0.009002783741956177,12,centroids
1546,nrmse dc,1.6493097051893109,12,centroids
1547,rae dc,2.809899707814491,12,centroids
1548,nrmse rdc,27.529095503441507,24,centroids
1549,correlation,0.006072110857402557,24,centroids
1550,nrmse dc,1.357573482346087,24,centroids
1551,rae dc,2.5984009198953655,24,centroids
1552,nrmse rdc,27.561402913151824,48,centroids
1553,correlation,0.012786581745693248,48,centroids
1554,nrmse dc,1.4496382560548053,48,centroids
1555,rae dc,2.8219469260438372,48,centroids
1556,nrmse rdc,26.68839709411507,61,centroids
1557,correlation,0.01588819118619278,61,centroids
1558,nrmse dc,1.7536302630749787,61,centroids
1559,rae dc,5.22940802738316,61,centroids
1560,nrmse rdc,27.312718874915532,4,medoids
1561,correlation,0.026446073410979598,4,medoids
1562,nrmse dc,2.812273133977207,4,medoids
1563,rae dc,2.189659954218894,4,medoids
1564,nrmse rdc,27.90251690370623,8,medoids
1565,correlation,0.005168596227866029,8,medoids
1566,nrmse dc,1.919965294782586,8,medoids
1567,rae dc,1.6100537609695331,8,medoids
1568,nrmse rdc,26.482570675521952,12,medoids
1569,correlation,0.005822954932160007,12,medoids
1570,nrmse dc,1.8133098103718044,12,medoids
1571,rae dc,2.169645018881013,12,medoids
1572,nrmse rdc,26.66496855369519,24,medoids
1573,correlation,0.01149670247073542,24,medoids
1574,nrmse dc,1.5079577617022029,24,medoids
1575,rae dc,2.839525200017628,24,medoids
1576,nrmse rdc,26.24651620088846,48,medoids
1577,correlation,0.01058271439370162,48,medoids
1578,nrmse dc,1.5273814758760615,48,medoids
1579,rae dc,3.925151838679903,48,medoids
1580,nrmse rdc,26.47624208919844,61,medoids
1581,correlation,0.005584481457084345,61,medoids
1582,nrmse dc,1.2519747581189158,61,medoids
1583,rae dc,2.5366636735461134,61,medoids
1584,nrmse rdc,26.35670883929011,4,centroids
1585,correlation,0.01553380926113046,4,centroids
1586,nrmse dc,2.7237320849362714,4,centroids
1587,rae dc,2.0316910297243305,4,centroids
1588,nrmse rdc,26.864070343113294,8,centroids
1589,correlation,0.005854992924723468,8,centroids
1590,nrmse dc,2.000164176893376,8,centroids
1591,rae dc,2.026250020221565,8,centroids
1592,nrmse rdc,26.42472979786383,12,centroids
1593,correlation,0.005693807507979209,12,centroids
1594,nrmse dc,1.6898331403059939,12,centroids
1595,rae dc,2.4220836806078196,12,centroids
1596,nrmse rdc,26.761450042981,24,centroids
1597,correlation,0.013792298539446413,24,centroids
1598,nrmse dc,1.650982427848865,24,centroids
1599,rae dc,3.4097931529102072,24,centroids
1600,nrmse rdc,27.40422350848902,48,centroids
1601,correlation,0.015540080911701337,48,centroids
1602,nrmse dc,1.922608079687026,48,centroids
1603,rae dc,5.718202184397842,48,centroids
1604,nrmse rdc,26.876207580204934,61,centroids
1605,correlation,0.009016932371381237,61,centroids
1606,nrmse dc,1.4273556832046068,61,centroids
1607,rae dc,2.988333301294294,61,centroids
1608,nrmse rdc,27.18207267998837,4,medoids
1609,correlation,0.024999408252192712,4,medoids
1610,nrmse dc,2.802098594545999,4,medoids
1611,rae dc,2.0335203987900417,4,medoids
1612,nrmse rdc,27.640531282979456,8,medoids
1613,correlation,0.005633509881485588,8,medoids
1614,nrmse dc,1.9645363154739908,8,medoids
1615,rae dc,1.4221990941968745,8,medoids
1616,nrmse rdc,26.814080751453464,12,medoids
1617,correlation,0.010947303528032193,12,medoids
