,metric,value,num_days,method
617,correlation,0.011247575432427825,48,medoids
618,nrmse dc,1.5553102512644401,48,medoids
619,rae dc,3.6658094251741176,48,medoids
620,nrmse rdc,26.790981181680177,61,medoids
621,correlation,0.010299241695652328,61,medoids
622,nrmse dc,1.490334217025769,61,medoids
623,rae dc,1.1130676718811572,61,medoids
624,nrmse rdc,26.521181555437565,4,centroids
625,correlation,0.015515643229647047,4,centroids
626,nrmse dc,2.720871938068056,4,centroids
627,rae dc,2.0832732662059583,4,centroids
628,nrmse rdc,26.54018653292182,8,centroids
629,correlation,0.00847926141441413,8,centroids
630,nrmse dc,2.0338944847959177,8,centroids
631,rae dc,1.321098318829132,8,centroids
632,nrmse rdc,27.59211725691888,12,centroids
633,correlation,0.009302612810385691,12,centroids
634,nrmse dc,1.736718715314521,12,centroids
635,rae dc,2.8226507931482687,12,centroids
636,nrmse rdc,27.187530860986115,24,centroids
637,correlation,0.0116420766537777,24,centroids
638,nrmse dc,1.677730933976043,24,centroids
639,rae dc,2.198554709372655,24,centroids
640,nrmse rdc,26.64523151035048,48,centroids
641,correlation,0.012569694401414089,48,centroids
642,nrmse dc,1.882659343813162,48,centroids
643,rae dc,5.9354191550684074,48,centroids
644,nrmse rdc,26.5550943690469,61,centroids
645,correlation,0.008200005214307304,61,centroids
646,nrmse dc,1.7844785528477836,61,centroids
647,rae dc,5.020898212566748,61,centroids
648,nrmse rdc,27.102438711593976,4,medoids
649,correlation,0.026565988336437862,4,medoids
650,nrmse dc,2.842189519463384,4,medoids
651,rae dc,1.8430403305101186,4,medoids
652,nrmse rdc,25.480718643495255,8,medoids
653,correlation,0.005196853545647695,8,medoids
654,nrmse dc,1.8790025384986757,8,medoids
655,rae dc,2.523257477904474,8,medoids
656,nrmse rdc,28.02411188477267,12,medoids
657,correlation,0.00358476120358997,12,medoids
658,nrmse dc,1.5761756397964195,12,medoids
659,rae dc,2.437473748159728,12,medoids
660,nrmse rdc,26.74943958567049,24,medoids
661,correlation,0.010785550391656185,24,medoids
662,nrmse dc,1.4619693661155615,24,medoids
663,rae dc,2.862301065704015,24,medoids
664,nrmse rdc,26.945698484621676,48,medoids
665,correlation,0.017745672236584964,48,medoids
666,nrmse dc,1.9979354431782006,48,medoids
667,rae dc,6.651365038740736,48,medoids
668,nrmse rdc,26.787475957584746,61,medoids
669,correlation,0.008450773027042002,61,medoids
670,nrmse dc,1.4263509719172214,61,medoids
671,rae dc,2.284623913706204,61,medoids
672,nrmse rdc,26.87867696063527,4,centroids
673,correlation,0.016783459983731208,4,centroids
674,nrmse dc,2.7520727538933656,4,centroids
675,rae dc,1.9101469993001137,4,centroids
676,nrmse rdc,25.735644883162212,8,centroids
677,correlation,0.009932598326809483,8,centroids
678,nrmse dc,1.9865853641866653,8,centroids
679,rae dc,2.1447500071735868,8,centroids
680,nrmse rdc,27.339012412832943,12,centroids
681,correlation,0.007576304931758426,12,centroids
682,nrmse dc,1.7275676862856055,12,centroids
683,rae dc,2.9430484513777704,12,centroids
684,nrmse rdc,26.49942843218386,24,centroids
685,correlation,0.008894691949761335,24,centroids
686,nrmse dc,1.5763195697933623,24,centroids
687,rae dc,1.3780224062278796,24,centroids
688,nrmse rdc,27.046769413986354,48,centroids
689,correlation,0.004295098948275733,48,centroids
690,nrmse dc,1.487949242780244,48,centroids
691,rae dc,2.03190681354816,48,centroids
692,nrmse rdc,26.715159805792137,61,centroids
693,correlation,0.012461608624320664,61,centroids
694,nrmse dc,1.6063377356199406,61,centroids
695,rae dc,4.022333264740454,61,centroids
696,nrmse rdc,26.30789046183763,4,medoids
697,correlation,0.02719245862824471,4,medoids
698,nrmse dc,2.835100105721859,4,medoids
699,rae dc,2.319986506699274,4,medoids
700,nrmse rdc,26.891763041584046,8,medoids
701,correlation,0.006601282029202071,8,medoids
702,nrmse dc,1.8612167471936132,8,medoids
703,rae dc,2.5922104749725814,8,medoids
704,nrmse rdc,27.324553722952086,12,medoids
705,correlation,0.008434045592783268,12,medoids
706,nrmse dc,1.7803930395894891,12,medoids
707,rae dc,2.514808565377982,12,medoids
708,nrmse rdc,27.5771553424469,24,medoids
709,correlation,0.0071886592365125734,24,medoids
710,nrmse dc,1.4266579553580259,24,medoids
711,rae dc,2.50486434815421,24,medoids
712,nrmse rdc,26.33499480924174,48,medoids
713,correlation,0.0075880250301583185,48,medoids
714,nrmse dc,1.420398120886314,48,medoids
715,rae dc,2.9105590440151183,48,medoids
716,nrmse rdc,26.74910706496983,61,medoids
717,correlation,0.007690773439599452,61,medoids
718,nrmse dc,1.348298088084168,61,medoids
719,rae dc,3.0656945700764866,61,medoids
